ticket,open_time,close_time,signal_time,origin_bar,leg,entry_bar,exit_bar,entry_price,exit_price,exit_reason,pl_pct,R,bars_held,row_id,chunk,probability_random_kfold,fold_random_kfold,probability_grouped_kfold,fold_grouped_kfold,probability_walk_forward,fold_walk_forward,probability_purged_walk_forward,fold_purged_walk_forward
5012,2019-12-14 13:00:00,2019-12-14 14:00:00,2019-12-14 13:00:00,42822,0,42822,42826,7098.7,7063.06177778,Stop,-0.502038714444,-0.83673119074,4,5024,2,0.463467005144,5,0.766496164401,3,0.585705458206,1,0.489570752015,1
5013,2019-12-14 14:15:00,2019-12-14 15:15:00,2019-12-14 14:15:00,42827,0,42827,42831,7071.9,7056.59466667,Stop,-0.21642462893,-0.360707714884,4,5028,2,0.619903637697,5,0.676897847792,4,0.727378473303,1,0.845319874199,1
5014,2019-12-14 14:30:00,2019-12-14 15:15:00,2019-12-14 14:15:00,42827,1,42828,42831,7076.4,7056.886,Stop,-0.275761686733,-0.459602811222,3,5029,2,0.46011340188,3,0.657983148479,4,0.62265006105,1,0.762880202889,1
5015,2019-12-14 14:45:00,2019-12-14 15:15:00,2019-12-14 14:15:00,42827,2,42829,42831,7085.1,7056.76355556,Stop,-0.399944170787,-0.666573617979,2,5030,2,0.528653549321,4,0.704839165314,4,0.763733935193,1,0.664241854644,1
5016,2019-12-14 15:00:00,2019-12-14 15:15:00,2019-12-14 14:15:00,42827,3,42830,42831,7093.3,7054.65488889,Stop,-0.544811457447,-0.908019095746,1,5031,2,0.295146924195,2,0.576756633691,4,0.497915926055,1,0.468499875947,1
5017,2019-12-14 15:30:00,2019-12-14 15:45:00,2019-12-14 15:30:00,42832,0,42832,42833,7058.6,7022.74155556,Stop,-0.508010716636,-0.846684527726,1,5032,2,0.608107028386,4,0.740384279793,4,0.792109578843,1,0.906392973472,1
5018,2019-12-14 15:45:00,2019-12-14 15:45:00,2019-12-14 15:30:00,42832,1,42833,42833,7032.6,6990.4044,Stop,-0.6,-1,0,5033,2,0.293053913072,2,0.608606878071,4,0.763511667517,1,0.844436138624,1
5019,2019-12-14 16:30:00,2019-12-15 00:00:00,2019-12-14 16:00:00,42834,2,42836,42866,6991,6990.98511111,Stop,-0.000212972234137,-0.000354953723562,30,5038,2,0.415130412594,5,0.233779860203,2,0.706823463324,1,0.474824678483,1
5020,2019-12-14 18:00:00,2019-12-15 00:00:00,2019-12-14 18:00:00,42842,0,42842,42866,7003.5,6991.98155556,Stop,-0.164466972863,-0.274111621438,24,5040,2,0.324584600732,1,0.646674877351,4,0.595395234451,1,0.385543835328,1
5021,2019-12-14 18:15:00,2019-12-15 00:00:00,2019-12-14 18:00:00,42842,1,42843,42866,7009,6992.15888889,Stop,-0.240278372252,-0.400463953753,23,5041,2,0.410303523937,5,0.658348779809,4,0.496004298079,1,0.437656344345,1
5022,2019-12-15 15:30:00,2019-12-16 00:30:00,2019-12-15 15:30:00,42928,0,42928,42964,7056,7017.67066667,Stop,-0.543216175359,-0.905360292265,36,5048,2,0.386068092704,2,0.635981397726,1,0.478267042881,1,0.75908629221,1
5023,2019-12-15 16:00:00,2019-12-16 00:30:00,2019-12-15 15:30:00,42928,2,42930,42964,7055.4,7017.278,Stop,-0.540323723673,-0.900539539454,34,5050,2,0.306573182886,4,0.663343007963,1,0.586508804297,1,0.637456832545,1
5024,2019-12-16 12:00:00,2019-12-16 15:15:00,2019-12-16 12:00:00,43010,0,43010,43023,7022.6,7033.43155556,Stop,0.1542385378,0.257064229667,13,5052,2,0.804130953346,4,0.765416047385,4,0.420018614292,1,0.394378131459,1
5025,2019-12-16 12:15:00,2019-12-16 15:15:00,2019-12-16 12:00:00,43010,1,43011,43023,7023.5,7033.50755556,Stop,0.142486731054,0.237477885089,12,5053,2,0.728437581842,1,0.744205700617,4,0.5918166806,1,0.507286734365,1
5026,2019-12-16 12:30:00,2019-12-16 15:15:00,2019-12-16 12:00:00,43010,2,43012,43023,7018.6,7033.28377778,Stop,0.209212346875,0.348687244792,11,5054,2,0.679984286725,4,0.767354392055,4,0.504609061749,1,0.469604087563,1
5027,2019-12-16 12:45:00,2019-12-16 15:15:00,2019-12-16 12:00:00,43010,3,43013,43023,7024.5,7033.84955556,Stop,0.133099232053,0.221832053421,10,5055,2,0.855468777788,3,0.783948089559,4,0.678465347831,1,0.640771023227,1
5028,2019-12-16 15:45:00,2019-12-16 18:15:00,2019-12-16 15:30:00,43024,1,43025,43035,7028.6,6995.376,Stop,-0.472697265458,-0.787828775764,10,5057,2,0.51711297746,3,0.678824166941,4,0.395675464459,1,0.482323852665,1
5029,2019-12-16 16:00:00,2019-12-16 18:15:00,2019-12-16 15:30:00,43024,2,43026,43035,7022.1,6995.20711111,Stop,-0.382975020135,-0.638291700225,9,5058,2,0.389934241457,4,0.695720232709,4,0.358103718249,1,0.344097273763,1
5030,2019-12-16 16:15:00,2019-12-16 18:15:00,2019-12-16 15:30:00,43024,3,43027,43035,7028.3,6995.55755556,Stop,-0.465865777563,-0.776442962605,8,5059,2,0.522201564071,4,0.667058070634,4,0.43081071872,1,0.568329911501,1
5031,2019-12-18 15:45:00,2019-12-18 16:15:00,2019-12-18 15:45:00,43217,0,43217,43219,6764.9,6736.46466667,Stop,-0.420336343972,-0.700560573286,2,5060,2,0.6011843641,3,0.545826333865,2,0.537087391066,1,0.462838793715,1
5032,2019-12-18 16:00:00,2019-12-18 16:00:00,2019-12-18 15:45:00,43217,1,43218,43218,6770.2,6729.5788,Stop,-0.6,-1,0,5061,2,0.642829168188,1,0.488696949242,2,0.318661820942,1,0.425328895771,1
5033,2019-12-18 16:15:00,2019-12-18 23:00:00,2019-12-18 15:45:00,43217,2,43219,43246,6756.6,7257.91533333,Stop,7.41963906896,12.3660651149,27,5062,2,0.495833421878,4,0.415647147423,2,0.369707424953,1,0.35742532186,1
5034,2019-12-18 16:30:00,2019-12-18 23:00:00,2019-12-18 15:45:00,43217,3,43220,43246,6758.5,7257.472,Stop,7.38288081675,12.3048013612,26,5063,2,0.595797438164,1,0.572192052965,2,0.338632471643,1,0.485583056671,1
5035,2019-12-20 21:15:00,2019-12-20 21:15:00,2019-12-20 21:15:00,43335,0,43335,43335,7150.8,7135.3,Friday,-0.216758964032,-0.361264940053,0,5088,2,0.0952785012131,5,0.093877615007,2,0.386700499285,1,0.589677433559,1
