leg,origin_bar,entry_time,entry_price,atr_frozen,momentum_prev,momentum_prev2,vwap_prev,vwap_prev2,upper_barrier,lower_barrier,label,bars_to_label,exit_touch_time
2,61684,2020-10-03 05:00:00,10535.30000000,24.03777778,100.00854782,100.04941228,10506.33708915,10506.06778171,10626.64355556,10472.08820000,0,50,
3,61684,2020-10-03 05:15:00,10522.70000000,23.89888889,100.00854782,100.04941228,10506.33708915,10506.06778171,10613.51577778,10459.56380000,0,50,
0,61883,2020-10-05 06:15:00,10621.10000000,14.67444444,99.40194858,99.80247884,10596.29591027,10595.41661022,10676.86288889,10557.37340000,1,7,2020-10-05 07:46:00
1,61883,2020-10-05 06:30:00,10616.80000000,14.75444444,99.40194858,99.80247884,10596.29591027,10595.41661022,10672.86688889,10553.09920000,1,6,2020-10-05 07:45:00
2,61883,2020-10-05 06:45:00,10626.20000000,14.79333333,99.40194858,99.80247884,10596.29591027,10595.41661022,10682.41466667,10562.44280000,1,26,2020-10-05 13:00:00
3,61883,2020-10-05 07:00:00,10623.90000000,14.77444444,99.40194858,99.80247884,10596.29591027,10595.41661022,10680.04288889,10560.15660000,1,5,2020-10-05 08:03:00
0,61919,2020-10-05 15:15:00,10709.00000000,17.01222222,100.46730287,100.53235438,10631.53122101,10630.41141772,10773.64644444,10644.74600000,1,34,2020-10-05 23:42:00
1,61919,2020-10-05 15:30:00,10705.00000000,17.04888889,100.46730287,100.53235438,10631.53122101,10630.41141772,10769.78577778,10640.77000000,1,33,2020-10-05 23:42:00
2,61919,2020-10-05 15:45:00,10700.10000000,17.05666667,100.46730287,100.53235438,10631.53122101,10630.41141772,10764.91533333,10635.89940000,1,32,2020-10-05 23:42:00
3,61919,2020-10-05 16:00:00,10707.40000000,17.04777778,100.46730287,100.53235438,10631.53122101,10630.41141772,10772.18155556,10643.15560000,1,31,2020-10-05 23:42:00
0,61986,2020-10-06 08:00:00,10699.00000000,16.61333333,99.41281403,99.68198471,10692.52954670,10692.21879048,10762.13066667,10634.80600000,0,29,2020-10-06 15:01:00
1,61986,2020-10-06 08:15:00,10705.20000000,16.65888889,99.41281403,99.68198471,10692.52954670,10692.21879048,10768.50377778,10640.96880000,0,12,2020-10-06 11:01:00
2,61986,2020-10-06 08:30:00,10706.40000000,16.66000000,99.41281403,99.68198471,10692.52954670,10692.21879048,10769.70800000,10642.16160000,0,11,2020-10-06 11:00:00
3,61986,2020-10-06 08:45:00,10705.90000000,16.58666667,99.41281403,99.68198471,10692.52954670,10692.21879048,10768.92933333,10641.66460000,0,10,2020-10-06 11:00:00
0,62006,2020-10-06 13:00:00,10684.80000000,16.34222222,99.67627879,99.75748983,10697.46410104,10697.44848132,10746.90044444,10620.69120000,0,9,2020-10-06 15:01:00
1,62006,2020-10-06 13:15:00,10692.30000000,16.39333333,99.67627879,99.75748983,10697.46410104,10697.44848132,10754.59466667,10628.14620000,0,8,2020-10-06 15:01:00
2,62006,2020-10-06 13:30:00,10688.60000000,16.24666667,99.67627879,99.75748983,10697.46410104,10697.44848132,10750.33733333,10624.46840000,0,7,2020-10-06 15:01:00
3,62006,2020-10-06 13:45:00,10690.60000000,16.30222222,99.67627879,99.75748983,10697.46410104,10697.44848132,10752.54844444,10626.45640000,0,6,2020-10-06 15:01:00
0,62019,2020-10-06 16:15:00,10717.20000000,18.40888889,100.21130975,100.23296502,10696.59944153,10696.07114584,10787.15377778,10652.89680000,0,11,2020-10-06 18:52:00
1,62019,2020-10-06 16:30:00,10710.00000000,18.27444444,100.21130975,100.23296502,10696.59944153,10696.07114584,10779.44288889,10645.74000000,0,10,2020-10-06 18:54:00
2,62019,2020-10-06 16:45:00,10702.60000000,18.27555556,100.21130975,100.23296502,10696.59944153,10696.07114584,10772.04711111,10638.38440000,0,9,2020-10-06 18:55:00
3,62019,2020-10-06 17:00:00,10705.50000000,18.24000000,100.21130975,100.23296502,10696.59944153,10696.07114584,10774.81200000,10641.26700000,0,8,2020-10-06 18:55:00
0,62173,2020-10-08 06:45:00,10600.40000000,13.22222222,99.66154598,99.83905276,10593.77655712,10592.61077157,10650.64444444,10536.79760000,0,10,2020-10-08 09:00:00
1,62173,2020-10-08 07:00:00,10608.10000000,13.20666667,99.66154598,99.83905276,10593.77655712,10592.61077157,10658.28533333,10544.45140000,0,8,2020-10-08 08:59:00
2,62173,2020-10-08 07:15:00,10578.10000000,13.61000000,99.66154598,99.83905276,10593.77655712,10592.61077157,10629.81800000,10514.63140000,1,22,2020-10-08 12:30:00
0,62175,2020-10-08 07:15:00,10578.10000000,13.61000000,99.55765122,99.79679577,10595.05026712,10594.79201886,10629.81800000,10514.63140000,1,22,2020-10-08 12:30:00
3,62173,2020-10-08 07:30:00,10575.80000000,13.83888889,99.66154598,99.83905276,10593.77655712,10592.61077157,10628.38777778,10512.34520000,1,21,2020-10-08 12:30:00
1,62175,2020-10-08 07:30:00,10575.80000000,13.83888889,99.55765122,99.79679577,10595.05026712,10594.79201886,10628.38777778,10512.34520000,1,21,2020-10-08 12:30:00
2,62175,2020-10-08 07:45:00,10577.90000000,13.85888889,99.55765122,99.79679577,10595.05026712,10594.79201886,10630.56377778,10514.43260000,1,20,2020-10-08 12:30:00
3,62175,2020-10-08 08:00:00,10576.50000000,13.91222222,99.55765122,99.79679577,10595.05026712,10594.79201886,10629.36644444,10513.04100000,1,19,2020-10-08 12:30:00
0,62185,2020-10-08 09:45:00,10544.90000000,14.44333333,99.38258804,99.49237621,10597.52474333,10597.45053704,10599.78466667,10481.63060000,1,3,2020-10-08 10:28:00
1,62185,2020-10-08 10:00:00,10543.70000000,14.49222222,99.38258804,99.49237621,10597.52474333,10597.45053704,10598.77044444,10480.43780000,1,2,2020-10-08 10:24:00
2,62185,2020-10-08 10:15:00,10557.20000000,14.57333333,99.38258804,99.49237621,10597.52474333,10597.45053704,10612.57866667,10493.85680000,1,9,2020-10-08 12:29:00
3,62185,2020-10-08 10:30:00,10598.50000000,15.00666667,99.38258804,99.49237621,10597.52474333,10597.45053704,10655.52533333,10534.90900000,1,11,2020-10-08 13:06:00
0,62207,2020-10-08 15:15:00,10889.20000000,19.33777778,102.79909749,102.93784136,10630.16988674,10624.67879835,10962.68355556,10823.86480000,0,50,
1,62207,2020-10-08 15:30:00,10868.50000000,19.67000000,102.79909749,102.93784136,10630.16988674,10624.67879835,10943.24600000,10803.28900000,0,50,
2,62207,2020-10-08 15:45:00,10885.10000000,19.95777778,102.79909749,102.93784136,10630.16988674,10624.67879835,10960.93955556,10819.78940000,0,50,
3,62207,2020-10-08 16:00:00,10881.20000000,20.17000000,102.79909749,102.93784136,10630.16988674,10624.67879835,10957.84600000,10815.91280000,0,50,
0,62218,2020-10-08 18:00:00,10864.00000000,21.24222222,101.35653310,101.59446281,10663.91281461,10661.83772178,10944.72044444,10798.81600000,0,50,
1,62218,2020-10-08 18:15:00,10871.60000000,21.28222222,101.35653310,101.59446281,10663.91281461,10661.83772178,10952.47244444,10806.37040000,0,50,
2,62218,2020-10-08 18:30:00,10850.50000000,21.43555556,101.35653310,101.59446281,10663.91281461,10661.83772178,10931.95511111,10785.39700000,0,50,
3,62218,2020-10-08 18:45:00,10862.10000000,21.64222222,101.35653310,101.59446281,10663.91281461,10661.83772178,10944.34044444,10796.92740000,0,50,
0,62267,2020-10-09 06:15:00,10823.70000000,24.01888889,99.46150595,99.62089571,10748.97351760,10747.39799381,10914.97177778,10758.75780000,1,18,2020-10-09 10:41:00
1,62267,2020-10-09 06:30:00,10842.10000000,24.11222222,99.46150595,99.62089571,10748.97351760,10747.39799381,10933.72644444,10777.04740000,1,17,2020-10-09 10:41:00
2,62267,2020-10-09 06:45:00,10847.30000000,24.05555556,99.46150595,99.62089571,10748.97351760,10747.39799381,10938.71111111,10782.21620000,1,16,2020-10-09 10:41:00
3,62267,2020-10-09 07:00:00,10835.10000000,24.02666667,99.46150595,99.62089571,10748.97351760,10747.39799381,10926.40133333,10770.08940000,1,15,2020-10-09 10:41:00
0,62326,2020-10-09 21:00:00,11016.60000000,19.62888889,99.78623963,99.83341934,10890.50553727,10887.24420101,11091.18977778,10950.50040000,1,21,2020-10-10 02:05:00
1,62326,2020-10-09 21:15:00,11013.60000000,19.56222222,99.78623963,99.83341934,10890.50553727,10887.24420101,11087.93644444,10947.51840000,1,20,2020-10-10 02:05:00
0,62327,2020-10-09 21:15:00,11013.60000000,19.56222222,99.70758381,99.78623963,10892.73453464,10890.50553727,11087.93644444,10947.51840000,1,20,2020-10-10 02:05:00
2,62326,2020-10-09 21:30:00,11002.10000000,19.52000000,99.78623963,99.83341934,10890.50553727,10887.24420101,11076.27600000,10936.08740000,1,19,2020-10-10 02:05:00
1,62327,2020-10-09 21:30:00,11002.10000000,19.52000000,99.70758381,99.78623963,10892.73453464,10890.50553727,11076.27600000,10936.08740000,1,19,2020-10-10 02:05:00
0,62328,2020-10-09 21:30:00,11002.10000000,19.52000000,99.57734114,99.70758381,10894.53047002,10892.73453464,11076.27600000,10936.08740000,1,19,2020-10-10 02:05:00
3,62326,2020-10-09 21:45:00,11028.40000000,19.70111111,99.78623963,99.83341934,10890.50553727,10887.24420101,11103.26422222,10962.22960000,1,18,2020-10-10 02:05:00
2,62327,2020-10-09 21:45:00,11028.40000000,19.70111111,99.70758381,99.78623963,10892.73453464,10890.50553727,11103.26422222,10962.22960000,1,18,2020-10-10 02:05:00
1,62328,2020-10-09 21:45:00,11028.40000000,19.70111111,99.57734114,99.70758381,10894.53047002,10892.73453464,11103.26422222,10962.22960000,1,18,2020-10-10 02:05:00
3,62327,2020-10-09 22:00:00,11029.80000000,19.57333333,99.70758381,99.78623963,10892.73453464,10890.50553727,11104.17866667,10963.62120000,1,17,2020-10-10 02:05:00
2,62328,2020-10-09 22:00:00,11029.80000000,19.57333333,99.57734114,99.70758381,10894.53047002,10892.73453464,11104.17866667,10963.62120000,1,17,2020-10-10 02:05:00
3,62328,2020-10-09 22:15:00,11030.90000000,19.47555556,99.57734114,99.70758381,10894.53047002,10892.73453464,11104.90711111,10964.71460000,1,16,2020-10-10 02:05:00
0,62332,2020-10-09 22:30:00,11021.80000000,18.99222222,99.93747338,100.03083229,10904.79230987,10902.05274972,11093.97044444,10955.66920000,1,15,2020-10-10 02:05:00
1,62332,2020-10-09 22:45:00,11018.10000000,18.91111111,99.93747338,100.03083229,10904.79230987,10902.05274972,11089.96222222,10951.99140000,1,14,2020-10-10 02:05:00
2,62332,2020-10-09 23:00:00,11060.50000000,18.83111111,99.93747338,100.03083229,10904.79230987,10902.05274972,11132.05822222,10994.13700000,1,13,2020-10-10 02:05:00
3,62332,2020-10-09 23:15:00,11058.50000000,18.83777778,99.93747338,100.03083229,10904.79230987,10902.05274972,11130.08355556,10992.14900000,1,12,2020-10-10 02:05:00
0,62336,2020-10-09 23:30:00,11063.00000000,18.98222222,100.35559426,100.38125669,10915.25833903,10912.47934781,11135.13244444,10996.62200000,1,11,2020-10-10 02:05:00
1,62336,2020-10-09 23:45:00,11046.30000000,19.17444444,100.35559426,100.38125669,10915.25833903,10912.47934781,11119.16288889,10980.02220000,1,10,2020-10-10 02:05:00
0,62337,2020-10-09 23:45:00,11046.30000000,19.17444444,100.09333092,100.35559426,10917.68107032,10915.25833903,11119.16288889,10980.02220000,1,10,2020-10-10 02:05:00
2,62336,2020-10-10 00:00:00,11033.40000000,19.25222222,100.35559426,100.38125669,10915.25833903,10912.47934781,11106.55844444,10967.19960000,1,9,2020-10-10 02:05:00
1,62337,2020-10-10 00:00:00,11033.40000000,19.25222222,100.09333092,100.35559426,10917.68107032,10915.25833903,11106.55844444,10967.19960000,1,9,2020-10-10 02:05:00
0,62338,2020-10-10 00:00:00,11033.40000000,19.25222222,100.04987260,100.09333092,10920.13948953,10917.68107032,11106.55844444,10967.19960000,1,9,2020-10-10 02:05:00
3,62336,2020-10-10 00:15:00,11054.40000000,19.32888889,100.35559426,100.38125669,10915.25833903,10912.47934781,11127.84977778,10988.07360000,1,8,2020-10-10 02:05:00
2,62337,2020-10-10 00:15:00,11054.40000000,19.32888889,100.09333092,100.35559426,10917.68107032,10915.25833903,11127.84977778,10988.07360000,1,8,2020-10-10 02:05:00
1,62338,2020-10-10 00:15:00,11054.40000000,19.32888889,100.04987260,100.09333092,10920.13948953,10917.68107032,11127.84977778,10988.07360000,1,8,2020-10-10 02:05:00
3,62337,2020-10-10 00:30:00,11070.50000000,19.30777778,100.09333092,100.35559426,10917.68107032,10915.25833903,11143.86955556,11004.07700000,1,7,2020-10-10 02:05:00
2,62338,2020-10-10 00:30:00,11070.50000000,19.30777778,100.04987260,100.09333092,10920.13948953,10917.68107032,11143.86955556,11004.07700000,1,7,2020-10-10 02:05:00
3,62338,2020-10-10 00:45:00,11057.10000000,19.38555556,100.04987260,100.09333092,10920.13948953,10917.68107032,11130.76511111,10990.75740000,1,6,2020-10-10 02:05:00
0,62350,2020-10-10 03:00:00,11364.50000000,24.42555556,102.71535750,102.98963665,11002.76422201,10997.46099763,11457.31711111,11296.31300000,1,1,2020-10-10 03:13:00
1,62350,2020-10-10 03:15:00,11419.80000000,25.32222222,102.71535750,102.98963665,11002.76422201,10997.46099763,11516.02444444,11351.28120000,0,11,2020-10-10 05:48:00
2,62350,2020-10-10 03:30:00,11367.20000000,26.03111111,102.71535750,102.98963665,11002.76422201,10997.46099763,11466.11822222,11298.99680000,0,26,2020-10-10 09:46:00
0,62352,2020-10-10 03:30:00,11367.20000000,26.03111111,103.02892981,103.39932828,11012.24426247,11009.20080818,11466.11822222,11298.99680000,0,26,2020-10-10 09:46:00
3,62350,2020-10-10 03:45:00,11386.80000000,26.13777778,102.71535750,102.98963665,11002.76422201,10997.46099763,11486.12355556,11318.47920000,0,25,2020-10-10 09:46:00
1,62352,2020-10-10 03:45:00,11386.80000000,26.13777778,103.02892981,103.39932828,11012.24426247,11009.20080818,11486.12355556,11318.47920000,0,25,2020-10-10 09:46:00
2,62352,2020-10-10 04:00:00,11384.80000000,26.32222222,103.02892981,103.39932828,11012.24426247,11009.20080818,11484.82444444,11316.49120000,0,24,2020-10-10 09:46:00
3,62352,2020-10-10 04:15:00,11371.80000000,26.51888889,103.02892981,103.39932828,11012.24426247,11009.20080818,11472.57177778,11303.56920000,0,23,2020-10-10 09:46:00
0,62378,2020-10-10 10:00:00,11300.30000000,25.08555556,99.49812457,99.82129967,11074.22780316,11070.38167595,11395.62511111,11232.49820000,0,1,2020-10-10 10:11:00
1,62378,2020-10-10 10:15:00,11247.70000000,25.70666667,99.49812457,99.82129967,11074.22780316,11070.38167595,11345.38533333,11180.21380000,1,15,2020-10-10 13:48:00
0,62379,2020-10-10 10:15:00,11247.70000000,25.70666667,98.99489526,99.49812457,11076.90122809,11074.22780316,11345.38533333,11180.21380000,1,15,2020-10-10 13:48:00
2,62378,2020-10-10 10:30:00,11277.90000000,25.75222222,99.49812457,99.82129967,11074.22780316,11070.38167595,11375.75844444,11210.23260000,1,22,2020-10-10 15:45:00
1,62379,2020-10-10 10:30:00,11277.90000000,25.75222222,98.99489526,99.49812457,11076.90122809,11074.22780316,11375.75844444,11210.23260000,1,22,2020-10-10 15:45:00
3,62378,2020-10-10 10:45:00,11285.90000000,25.87888889,99.49812457,99.82129967,11074.22780316,11070.38167595,11384.23977778,11218.18460000,1,21,2020-10-10 15:45:00
2,62379,2020-10-10 10:45:00,11285.90000000,25.87888889,98.99489526,99.49812457,11076.90122809,11074.22780316,11384.23977778,11218.18460000,1,21,2020-10-10 15:45:00
3,62379,2020-10-10 11:00:00,11299.20000000,26.01888889,98.99489526,99.49812457,11076.90122809,11074.22780316,11398.07177778,11231.40480000,0,50,
0,62431,2020-10-10 23:15:00,11285.60000000,28.34000000,99.40371336,99.84843011,11214.99642204,11212.24426012,11393.29200000,11217.88640000,0,50,
1,62431,2020-10-10 23:30:00,11291.40000000,28.46888889,99.40371336,99.84843011,11214.99642204,11212.24426012,11399.58177778,11223.65160000,0,50,
2,62431,2020-10-10 23:45:00,11288.40000000,28.70666667,99.40371336,99.84843011,11214.99642204,11212.24426012,11397.48533333,11220.66960000,0,50,
3,62431,2020-10-11 00:00:00,11279.30000000,28.89000000,99.40371336,99.84843011,11214.99642204,11212.24426012,11389.08200000,11211.62420000,0,50,
0,62522,2020-10-11 22:00:00,11310.90000000,20.75666667,99.20487955,99.34063233,11335.66157348,11335.13362704,11389.77533333,11243.03460000,1,30,2020-10-12 05:20:00
1,62522,2020-10-11 22:15:00,11309.50000000,20.74666667,99.20487955,99.34063233,11335.66157348,11335.13362704,11388.33733333,11241.64300000,1,19,2020-10-12 02:55:00
2,62522,2020-10-11 22:30:00,11325.90000000,20.61000000,99.20487955,99.34063233,11335.66157348,11335.13362704,11404.21800000,11257.94460000,0,49,2020-10-12 10:42:00
3,62522,2020-10-11 22:45:00,11322.60000000,20.41333333,99.20487955,99.34063233,11335.66157348,11335.13362704,11400.17066667,11254.66440000,0,48,2020-10-12 10:42:00
0,62562,2020-10-12 08:00:00,11358.70000000,20.30555556,99.95423945,100.06339423,11344.69433113,11344.57974326,11435.86111111,11290.54780000,0,11,2020-10-12 10:42:00
1,62562,2020-10-12 08:15:00,11347.70000000,20.44333333,99.95423945,100.06339423,11344.69433113,11344.57974326,11425.38466667,11279.61380000,0,10,2020-10-12 10:42:00
2,62562,2020-10-12 08:30:00,11368.20000000,20.62333333,99.95423945,100.06339423,11344.69433113,11344.57974326,11446.56866667,11299.99080000,0,6,2020-10-12 09:49:00
3,62562,2020-10-12 08:45:00,11354.70000000,20.65111111,99.95423945,100.06339423,11344.69433113,11344.57974326,11433.17422222,11286.57180000,0,8,2020-10-12 10:42:00
0,62588,2020-10-12 14:30:00,11466.00000000,24.41000000,101.91729925,102.15711268,11343.19828094,11340.96479585,11558.75800000,11397.20400000,1,5,2020-10-12 15:34:00
1,62588,2020-10-12 14:45:00,11451.90000000,24.40000000,101.91729925,102.15711268,11343.19828094,11340.96479585,11544.62000000,11383.18860000,1,4,2020-10-12 15:34:00
2,62588,2020-10-12 15:00:00,11456.30000000,24.14777778,101.91729925,102.15711268,11343.19828094,11340.96479585,11548.06155556,11387.56220000,1,3,2020-10-12 15:34:00
3,62588,2020-10-12 15:15:00,11462.70000000,24.22111111,101.91729925,102.15711268,11343.19828094,11340.96479585,11554.74022222,11393.92380000,1,2,2020-10-12 15:34:00
0,62623,2020-10-12 23:15:00,11557.50000000,27.98555556,100.08573284,100.72592926,11411.31218198,11408.84410279,11663.84511111,11488.15500000,0,2,2020-10-12 23:39:00
1,62623,2020-10-12 23:30:00,11538.90000000,28.38888889,100.08573284,100.72592926,11411.31218198,11408.84410279,11646.77777778,11469.66660000,0,3,2020-10-13 00:07:00
2,62623,2020-10-12 23:45:00,11526.10000000,28.86444444,100.08573284,100.72592926,11411.31218198,11408.84410279,11635.78488889,11456.94340000,0,4,2020-10-13 00:42:00
0,62625,2020-10-12 23:45:00,11526.10000000,28.86444444,99.86396562,100.03901441,11415.55353350,11413.73040850,11635.78488889,11456.94340000,0,4,2020-10-13 00:42:00
3,62623,2020-10-13 00:00:00,11516.00000000,28.97444444,100.08573284,100.72592926,11411.31218198,11408.84410279,11626.10288889,11446.90400000,0,3,2020-10-13 00:42:00
1,62625,2020-10-13 00:00:00,11516.00000000,28.97444444,99.86396562,100.03901441,11415.55353350,11413.73040850,11626.10288889,11446.90400000,0,3,2020-10-13 00:42:00
2,62625,2020-10-13 00:15:00,11498.60000000,29.36666667,99.86396562,100.03901441,11415.55353350,11413.73040850,11610.19333333,11429.60840000,0,2,2020-10-13 00:42:00
3,62625,2020-10-13 00:30:00,11508.10000000,29.53444444,99.86396562,100.03901441,11415.55353350,11413.73040850,11620.33088889,11439.05140000,0,1,2020-10-13 00:42:00
0,62629,2020-10-13 00:45:00,11448.20000000,30.27222222,99.04226327,99.66484511,11420.56545480,11419.44240413,11563.23444444,11379.51080000,0,50,
1,62629,2020-10-13 01:00:00,11474.20000000,30.52888889,99.04226327,99.66484511,11420.56545480,11419.44240413,11590.20977778,11405.35480000,0,37,2020-10-13 10:14:00
2,62629,2020-10-13 01:15:00,11447.60000000,30.89333333,99.04226327,99.66484511,11420.56545480,11419.44240413,11564.99466667,11378.91440000,0,50,2020-10-13 13:32:00
3,62629,2020-10-13 01:30:00,11469.70000000,31.04111111,99.04226327,99.66484511,11420.56545480,11419.44240413,11587.65622222,11400.88180000,0,35,2020-10-13 10:14:00
0,62667,2020-10-13 10:15:00,11407.80000000,31.59000000,99.59664746,99.80654606,11443.64528574,11442.88956412,11527.84200000,11339.35320000,1,2,2020-10-13 10:35:00
1,62667,2020-10-13 10:30:00,11502.80000000,32.54111111,99.59664746,99.80654606,11443.64528574,11442.88956412,11626.45622222,11433.78320000,0,10,2020-10-13 12:48:00
2,62667,2020-10-13 10:45:00,11525.60000000,32.58111111,99.59664746,99.80654606,11443.64528574,11442.88956412,11649.40822222,11456.44640000,0,5,2020-10-13 11:56:00
3,62667,2020-10-13 11:00:00,11503.90000000,32.70000000,99.59664746,99.80654606,11443.64528574,11442.88956412,11628.16000000,11434.87660000,0,8,2020-10-13 12:48:00
0,62678,2020-10-13 13:00:00,11428.30000000,30.92111111,99.65297457,100.00174394,11453.32871716,11452.97730527,11545.80022222,11359.73020000,0,3,2020-10-13 13:32:00
1,62678,2020-10-13 13:15:00,11392.40000000,30.91222222,99.65297457,100.00174394,11453.32871716,11452.97730527,11509.86644444,11324.04560000,0,3,2020-10-13 13:54:00
2,62678,2020-10-13 13:30:00,11409.10000000,31.33444444,99.65297457,100.00174394,11453.32871716,11452.97730527,11528.17088889,11340.64540000,0,1,2020-10-13 13:32:00
3,62678,2020-10-13 13:45:00,11351.60000000,32.04000000,99.65297457,100.00174394,11453.32871716,11452.97730527,11473.35200000,11283.49040000,0,50,
0,62706,2020-10-13 20:00:00,11371.90000000,32.66777778,100.00000000,100.36234120,11443.79752573,11443.75636183,11496.03755556,11303.66860000,0,50,
1,62706,2020-10-13 20:15:00,11392.10000000,32.09111111,100.00000000,100.36234120,11443.79752573,11443.75636183,11514.04622222,11323.74740000,0,50,
2,62706,2020-10-13 20:30:00,11410.30000000,31.97222222,100.00000000,100.36234120,11443.79752573,11443.75636183,11531.79444444,11341.83820000,0,50,
3,62706,2020-10-13 20:45:00,11407.20000000,31.88000000,100.00000000,100.36234120,11443.79752573,11443.75636183,11528.34400000,11338.75680000,0,50,
0,62824,2020-10-15 01:30:00,11369.20000000,25.19444444,100.06513224,100.06939381,11381.79778394,11381.00547237,11464.93888889,11300.98480000,0,32,2020-10-15 09:26:00
1,62824,2020-10-15 01:45:00,11367.50000000,25.13666667,100.06513224,100.06939381,11381.79778394,11381.00547237,11463.01933333,11299.29500000,0,31,2020-10-15 09:26:00
2,62824,2020-10-15 02:00:00,11375.70000000,25.21888889,100.06513224,100.06939381,11381.79778394,11381.00547237,11471.53177778,11307.44580000,0,30,2020-10-15 09:26:00
3,62824,2020-10-15 02:15:00,11377.10000000,25.21333333,100.06513224,100.06939381,11381.79778394,11381.00547237,11472.91066667,11308.83740000,0,29,2020-10-15 09:26:00
0,62882,2020-10-15 16:00:00,11386.00000000,21.66222222,100.22005105,100.81884405,11366.78852969,11366.73689914,11468.31644444,11317.68400000,1,10,2020-10-15 18:15:00
1,62882,2020-10-15 16:15:00,11388.00000000,21.62777778,100.22005105,100.81884405,11366.78852969,11366.73689914,11470.18555556,11319.67200000,1,9,2020-10-15 18:15:00
2,62882,2020-10-15 16:30:00,11429.30000000,22.27777778,100.22005105,100.81884405,11366.78852969,11366.73689914,11513.95555556,11360.72420000,0,1,2020-10-15 16:35:00
3,62882,2020-10-15 16:45:00,11361.90000000,22.96888889,100.22005105,100.81884405,11366.78852969,11366.73689914,11449.18177778,11293.72860000,1,5,2020-10-15 17:48:00
0,62885,2020-10-15 16:45:00,11361.90000000,22.96888889,100.02641078,100.57991675,11367.86124432,11367.59574375,11449.18177778,11293.72860000,1,5,2020-10-15 17:48:00
1,62885,2020-10-15 17:00:00,11367.80000000,22.86777778,100.02641078,100.57991675,11367.86124432,11367.59574375,11454.69755556,11299.59320000,1,4,2020-10-15 17:48:00
2,62885,2020-10-15 17:15:00,11406.80000000,22.82333333,100.02641078,100.57991675,11367.86124432,11367.59574375,11493.52866667,11338.35920000,1,8,2020-10-15 19:12:00
3,62885,2020-10-15 17:30:00,11415.40000000,22.66666667,100.02641078,100.57991675,11367.86124432,11367.59574375,11501.53333333,11346.90760000,1,7,2020-10-15 19:12:00
0,62900,2020-10-15 20:30:00,11520.80000000,25.16666667,101.33535073,101.59390952,11380.51223014,11379.24298994,11616.43333333,11451.67520000,0,31,2020-10-16 04:03:00
1,62900,2020-10-15 20:45:00,11522.20000000,25.01111111,101.33535073,101.59390952,11380.51223014,11379.24298994,11617.24222222,11453.06680000,0,2,2020-10-15 21:05:00
2,62900,2020-10-15 21:00:00,11521.80000000,24.97555556,101.33535073,101.59390952,11380.51223014,11379.24298994,11616.70711111,11452.66920000,0,1,2020-10-15 21:05:00
3,62900,2020-10-15 21:15:00,11497.50000000,25.59888889,101.33535073,101.59390952,11380.51223014,11379.24298994,11594.77577778,11428.51500000,0,28,2020-10-16 04:05:00
0,62931,2020-10-16 04:15:00,11339.60000000,28.65777778,98.72114079,100.10102946,11397.14726531,11396.92766233,11448.49955556,11271.56240000,0,1,2020-10-16 04:24:00
1,62931,2020-10-16 04:30:00,11246.20000000,30.25888889,98.72114079,100.10102946,11397.14726531,11396.92766233,11361.18377778,11178.72280000,1,30,2020-10-16 11:54:00
2,62931,2020-10-16 04:45:00,11277.90000000,30.56000000,98.72114079,100.10102946,11397.14726531,11396.92766233,11394.02800000,11210.23260000,0,19,2020-10-16 09:19:00
3,62931,2020-10-16 05:00:00,11258.10000000,30.92555556,98.72114079,100.10102946,11397.14726531,11396.92766233,11375.61711111,11190.55140000,1,28,2020-10-16 11:54:00
0,62939,2020-10-16 06:15:00,11320.70000000,32.19333333,98.37756574,98.44905336,11390.48056232,11390.13559733,11443.03466667,11252.77580000,0,12,2020-10-16 09:14:00
1,62939,2020-10-16 06:30:00,11325.40000000,32.28555556,98.37756574,98.44905336,11390.48056232,11390.13559733,11448.08511111,11257.44760000,0,11,2020-10-16 09:14:00
2,62939,2020-10-16 06:45:00,11308.90000000,32.17333333,98.37756574,98.44905336,11390.48056232,11390.13559733,11431.15866667,11241.04660000,0,10,2020-10-16 09:14:00
3,62939,2020-10-16 07:00:00,11314.90000000,32.16111111,98.37756574,98.44905336,11390.48056232,11390.13559733,11437.11222222,11247.01060000,0,9,2020-10-16 09:14:00
0,63000,2020-10-16 21:30:00,11294.30000000,28.78777778,99.75358146,99.81446796,11364.94674847,11364.30091594,11403.69355556,11226.53420000,1,37,2020-10-18 06:43:00
1,63000,2020-10-16 21:45:00,11311.40000000,28.61000000,99.75358146,99.81446796,11364.94674847,11364.30091594,11420.11800000,11243.53160000,1,36,2020-10-18 06:43:00
0,63001,2020-10-16 21:45:00,11311.40000000,28.61000000,99.70383429,99.75358146,11365.26937450,11364.94674847,11420.11800000,11243.53160000,1,36,2020-10-18 06:43:00
2,63000,2020-10-16 22:00:00,11314.80000000,28.47333333,99.75358146,99.81446796,11364.94674847,11364.30091594,11422.99866667,11246.91120000,1,35,2020-10-18 06:43:00
1,63001,2020-10-16 22:00:00,11314.80000000,28.47333333,99.70383429,99.75358146,11365.26937450,11364.94674847,11422.99866667,11246.91120000,1,35,2020-10-18 06:43:00
3,63000,2020-10-16 22:15:00,11314.90000000,28.44444444,99.75358146,99.81446796,11364.94674847,11364.30091594,11422.98888889,11247.01060000,1,34,2020-10-18 06:43:00
