ticket,signal_time,leg,open_time,close_time,entry_price,exit_price,exit_reason,pl_pct,R,bars_held
13392,2022-02-08 06:45:00,3,2022-02-08 07:30:00,2022-02-08 08:00:00,44798.0000,44529.2120,Stop,-0.6000,-1.0000,2
13393,2022-02-08 08:15:00,0,2022-02-08 08:15:00,2022-02-08 08:30:00,44315.6000,44049.7064,Stop,-0.6000,-1.0000,1
13394,2022-02-08 08:15:00,1,2022-02-08 08:30:00,2022-02-08 08:45:00,44196.3000,43931.1222,Stop,-0.6000,-1.0000,1
13395,2022-02-08 08:45:00,0,2022-02-08 08:45:00,2022-02-08 09:00:00,44102.1000,43837.4874,Stop,-0.6000,-1.0000,1
13396,2022-02-08 08:15:00,2,2022-02-08 08:45:00,2022-02-08 09:00:00,44102.1000,43837.4874,Stop,-0.6000,-1.0000,1
13397,2022-02-08 08:45:00,1,2022-02-08 09:00:00,2022-02-08 09:00:00,44001.5000,43737.4910,Stop,-0.6000,-1.0000,0
13398,2022-02-08 08:15:00,3,2022-02-08 09:00:00,2022-02-08 09:00:00,44001.5000,43737.4910,Stop,-0.6000,-1.0000,0
13399,2022-02-08 09:15:00,0,2022-02-08 09:15:00,2022-02-08 12:15:00,43587.7000,43342.7847,Stop,-0.5619,-0.9365,12
13400,2022-02-08 08:45:00,2,2022-02-08 09:15:00,2022-02-08 12:15:00,43587.7000,43342.7847,Stop,-0.5619,-0.9365,12
13401,2022-02-08 09:15:00,1,2022-02-08 09:30:00,2022-02-08 10:00:00,43841.1000,43578.0534,Stop,-0.6000,-1.0000,2
13402,2022-02-08 08:45:00,3,2022-02-08 09:30:00,2022-02-08 10:00:00,43841.1000,43578.0534,Stop,-0.6000,-1.0000,2
13403,2022-02-08 09:15:00,2,2022-02-08 09:45:00,2022-02-08 09:45:00,44109.8000,43845.1412,Stop,-0.6000,-1.0000,0
13404,2022-02-08 09:15:00,3,2022-02-08 10:00:00,2022-02-08 10:00:00,43826.9000,43563.9386,Stop,-0.6000,-1.0000,0
13405,2022-02-08 12:30:00,0,2022-02-08 12:30:00,2022-02-08 15:15:00,43260.9000,43001.3346,Stop,-0.6000,-1.0000,11
13406,2022-02-08 12:30:00,1,2022-02-08 12:45:00,2022-02-08 15:00:00,43301.7000,43041.8898,Stop,-0.6000,-1.0000,9
13407,2022-02-08 12:30:00,2,2022-02-08 13:00:00,2022-02-08 15:00:00,43426.8000,43166.2392,Stop,-0.6000,-1.0000,8
13408,2022-02-08 12:30:00,3,2022-02-08 13:15:00,2022-02-08 15:00:00,43404.8000,43144.3712,Stop,-0.6000,-1.0000,7
13409,2022-02-08 15:30:00,0,2022-02-08 15:30:00,2022-02-08 16:45:00,43203.8000,42944.5772,Stop,-0.6000,-1.0000,5
13410,2022-02-08 15:30:00,1,2022-02-08 15:45:00,2022-02-08 16:45:00,43268.8000,43009.1872,Stop,-0.6000,-1.0000,4
13411,2022-02-08 15:30:00,2,2022-02-08 16:00:00,2022-02-08 16:45:00,43419.5000,43158.9830,Stop,-0.6000,-1.0000,3
13412,2022-02-08 15:30:00,3,2022-02-08 16:15:00,2022-02-08 16:45:00,43509.9000,43248.8406,Stop,-0.6000,-1.0000,2
13413,2022-02-08 17:00:00,0,2022-02-08 17:00:00,2022-02-08 17:30:00,42999.9000,42741.9006,Stop,-0.6000,-1.0000,2
13414,2022-02-08 17:00:00,1,2022-02-08 17:15:00,2022-02-08 17:30:00,42962.0000,42704.2280,Stop,-0.6000,-1.0000,1
13415,2022-02-08 17:00:00,2,2022-02-08 17:30:00,2022-02-09 02:00:00,42847.7000,43477.3338,Stop,1.4695,2.4491,34
13416,2022-02-08 17:45:00,0,2022-02-08 17:45:00,2022-02-09 02:00:00,42860.7000,43474.0573,Stop,1.4310,2.3851,33
13417,2022-02-08 17:00:00,3,2022-02-08 17:45:00,2022-02-09 02:00:00,42860.7000,43474.0573,Stop,1.4310,2.3851,33
13418,2022-02-08 17:45:00,1,2022-02-08 18:00:00,2022-02-08 19:15:00,43001.2000,42743.1928,Stop,-0.6000,-1.0000,5
13419,2022-02-08 17:45:00,2,2022-02-08 18:15:00,2022-02-08 19:15:00,43121.7000,42862.9698,Stop,-0.6000,-1.0000,4
13420,2022-02-08 17:45:00,3,2022-02-08 18:30:00,2022-02-08 19:15:00,43128.0000,42869.2320,Stop,-0.6000,-1.0000,3
13421,2022-02-09 02:15:00,0,2022-02-09 02:15:00,2022-02-10 03:00:00,43351.0000,43708.8827,Stop,0.8255,1.3759,99
13422,2022-02-09 02:15:00,1,2022-02-09 02:30:00,2022-02-10 03:00:00,43324.8000,43710.1662,Stop,0.8895,1.4825,98
13423,2022-02-09 02:15:00,2,2022-02-09 02:45:00,2022-02-10 03:00:00,43186.1000,43705.5091,Stop,1.2027,2.0045,97
13424,2022-02-09 02:15:00,3,2022-02-09 03:00:00,2022-02-10 03:00:00,43318.3000,43703.4571,Stop,0.8891,1.4819,96
13425,2022-02-10 03:15:00,0,2022-02-10 03:15:00,2022-02-10 13:30:00,43617.5000,44377.3322,Stop,1.7420,2.9034,41
13426,2022-02-10 03:15:00,1,2022-02-10 03:30:00,2022-02-10 13:30:00,43707.8000,44375.3900,Stop,1.5274,2.5457,40
13427,2022-02-10 03:15:00,2,2022-02-10 03:45:00,2022-02-10 13:30:00,43730.2000,44383.1589,Stop,1.4932,2.4886,39
13428,2022-02-10 03:15:00,3,2022-02-10 04:00:00,2022-02-10 13:30:00,43765.5000,44389.5176,Stop,1.4258,2.3764,38
13429,2022-02-10 13:45:00,0,2022-02-10 13:45:00,2022-02-10 14:00:00,43755.5000,43492.9670,Stop,-0.6000,-1.0000,1
13430,2022-02-10 13:45:00,1,2022-02-10 14:00:00,2022-02-10 14:00:00,43617.1000,43355.3974,Stop,-0.6000,-1.0000,0
13431,2022-02-10 13:45:00,2,2022-02-10 14:15:00,2022-02-10 15:45:00,43355.8000,44834.0647,Stop,3.4096,5.6827,6
13432,2022-02-10 13:45:00,3,2022-02-10 14:30:00,2022-02-10 15:45:00,43585.4000,44827.7947,Stop,2.8505,4.7508,5
13433,2022-02-10 14:45:00,0,2022-02-10 14:45:00,2022-02-10 15:45:00,43673.3000,44834.1618,Stop,2.6581,4.4301,4
13434,2022-02-10 14:45:00,1,2022-02-10 15:00:00,2022-02-10 15:45:00,44328.5000,44811.9993,Stop,1.0907,1.8179,3
13435,2022-02-10 14:45:00,2,2022-02-10 15:15:00,2022-02-10 15:45:00,44829.0000,44778.3060,Stop,-0.1131,-0.1885,2
13436,2022-02-10 14:45:00,3,2022-02-10 15:30:00,2022-02-10 15:45:00,44983.5000,44773.0493,Stop,-0.4678,-0.7797,1
13437,2022-02-10 16:00:00,0,2022-02-10 16:00:00,2022-02-10 18:30:00,44923.5000,44875.7280,Stop,-0.1063,-0.1772,10
13438,2022-02-10 16:00:00,1,2022-02-10 16:15:00,2022-02-10 18:30:00,44984.3000,44871.5860,Stop,-0.2506,-0.4176,9
13439,2022-02-10 16:00:00,2,2022-02-10 16:30:00,2022-02-10 16:30:00,45416.0000,45143.5040,Stop,-0.6000,-1.0000,0
13440,2022-02-10 16:00:00,3,2022-02-10 16:45:00,2022-02-10 18:30:00,45140.2000,44869.3588,Stop,-0.6000,-1.0000,7
13441,2022-02-10 18:45:00,0,2022-02-10 18:45:00,2022-02-10 19:00:00,45086.1000,44815.5834,Stop,-0.6000,-1.0000,1
13442,2022-02-10 18:45:00,1,2022-02-10 19:00:00,2022-02-10 19:00:00,45183.1000,44912.0014,Stop,-0.6000,-1.0000,0
13443,2022-02-10 19:15:00,0,2022-02-10 19:15:00,2022-02-10 19:45:00,44612.0000,44344.3280,Stop,-0.6000,-1.0000,2
13444,2022-02-10 18:45:00,2,2022-02-10 19:15:00,2022-02-10 19:45:00,44612.0000,44344.3280,Stop,-0.6000,-1.0000,2
13445,2022-02-10 19:15:00,1,2022-02-10 19:30:00,2022-02-10 20:00:00,44563.9000,44296.5166,Stop,-0.6000,-1.0000,2
13446,2022-02-10 18:45:00,3,2022-02-10 19:30:00,2022-02-10 20:00:00,44563.9000,44296.5166,Stop,-0.6000,-1.0000,2
13447,2022-02-10 19:15:00,2,2022-02-10 19:45:00,2022-02-10 19:45:00,44632.8000,44365.0032,Stop,-0.6000,-1.0000,0
13448,2022-02-10 20:00:00,0,2022-02-10 20:00:00,2022-02-10 20:15:00,44406.5000,44140.0610,Stop,-0.6000,-1.0000,1
13449,2022-02-10 19:15:00,3,2022-02-10 20:00:00,2022-02-10 20:15:00,44406.5000,44140.0610,Stop,-0.6000,-1.0000,1
13450,2022-02-10 20:00:00,1,2022-02-10 20:15:00,2022-02-10 20:15:00,44509.4000,44242.3436,Stop,-0.6000,-1.0000,0
13451,2022-02-10 20:30:00,0,2022-02-10 20:30:00,2022-02-10 20:30:00,44178.6000,43913.5284,Stop,-0.6000,-1.0000,0
13452,2022-02-10 20:00:00,2,2022-02-10 20:30:00,2022-02-10 20:30:00,44178.6000,43913.5284,Stop,-0.6000,-1.0000,0
13453,2022-02-10 20:45:00,0,2022-02-10 20:45:00,2022-02-10 23:30:00,43838.0000,43574.9720,Stop,-0.6000,-1.0000,11
13454,2022-02-10 20:30:00,1,2022-02-10 20:45:00,2022-02-10 23:30:00,43838.0000,43574.9720,Stop,-0.6000,-1.0000,11
13455,2022-02-10 20:00:00,3,2022-02-10 20:45:00,2022-02-10 23:30:00,43838.0000,43574.9720,Stop,-0.6000,-1.0000,11
13456,2022-02-10 20:45:00,1,2022-02-10 21:00:00,2022-02-10 21:15:00,44071.5000,43807.0710,Stop,-0.6000,-1.0000,1
13457,2022-02-10 20:30:00,2,2022-02-10 21:00:00,2022-02-10 21:15:00,44071.5000,43807.0710,Stop,-0.6000,-1.0000,1
13458,2022-02-10 20:45:00,2,2022-02-10 21:15:00,2022-02-10 21:45:00,43990.1000,43726.1594,Stop,-0.6000,-1.0000,2
13459,2022-02-10 20:30:00,3,2022-02-10 21:15:00,2022-02-10 21:45:00,43990.1000,43726.1594,Stop,-0.6000,-1.0000,2
13460,2022-02-10 20:45:00,3,2022-02-10 21:30:00,2022-02-10 21:45:00,44086.7000,43822.1798,Stop,-0.6000,-1.0000,1
13461,2022-02-11 16:30:00,0,2022-02-11 16:30:00,2022-02-11 18:30:00,43586.9000,43325.3786,Stop,-0.6000,-1.0000,8
13462,2022-02-11 16:30:00,1,2022-02-11 16:45:00,2022-02-11 18:30:00,43589.3000,43327.7642,Stop,-0.6000,-1.0000,7
13463,2022-02-11 16:30:00,2,2022-02-11 17:00:00,2022-02-11 17:45:00,43625.7000,43363.9458,Stop,-0.6000,-1.0000,3
13464,2022-02-11 16:30:00,3,2022-02-11 17:15:00,2022-02-11 18:15:00,43607.5000,43345.8550,Stop,-0.6000,-1.0000,4
13465,2022-02-12 12:15:00,0,2022-02-12 12:15:00,2022-02-12 13:45:00,42341.6000,42087.5504,Stop,-0.6000,-1.0000,6
13466,2022-02-12 12:15:00,1,2022-02-12 12:30:00,2022-02-12 13:30:00,42429.9000,42175.3206,Stop,-0.6000,-1.0000,4
13467,2022-02-12 12:15:00,2,2022-02-12 12:45:00,2022-02-12 14:00:00,42280.8000,42027.1152,Stop,-0.6000,-1.0000,5
13468,2022-02-12 12:15:00,3,2022-02-12 13:00:00,2022-02-12 13:45:00,42370.1000,42115.8794,Stop,-0.6000,-1.0000,3
13469,2022-02-14 13:45:00,0,2022-02-14 13:45:00,2022-02-14 19:00:00,42376.0000,42173.0156,Stop,-0.4790,-0.7983,21
13470,2022-02-14 13:45:00,1,2022-02-14 14:00:00,2022-02-14 18:45:00,42465.1000,42210.3094,Stop,-0.6000,-1.0000,19
13471,2022-02-14 13:45:00,2,2022-02-14 14:15:00,2022-02-14 18:45:00,42563.4000,42308.0196,Stop,-0.6000,-1.0000,18
13472,2022-02-14 13:45:00,3,2022-02-14 14:30:00,2022-02-14 14:45:00,42728.5000,42472.1290,Stop,-0.6000,-1.0000,1
13473,2022-02-14 19:15:00,0,2022-02-14 19:15:00,2022-02-14 19:15:00,42042.8000,41790.5432,Stop,-0.6000,-1.0000,0
13474,2022-02-14 19:15:00,1,2022-02-14 19:30:00,2022-02-16 01:30:00,42069.0000,43985.9991,Stop,4.5568,7.5947,120
13475,2022-02-14 19:15:00,2,2022-02-14 19:45:00,2022-02-16 01:30:00,42082.3000,43976.8031,Stop,4.5019,7.5032,119
13476,2022-02-14 19:15:00,3,2022-02-14 20:00:00,2022-02-16 01:30:00,42085.9000,43976.9804,Stop,4.4934,7.4890,118
13477,2022-02-14 23:30:00,0,2022-02-14 23:30:00,2022-02-15 17:15:00,42649.2000,43841.0887,Stop,2.7946,4.6577,71
13478,2022-02-14 23:30:00,1,2022-02-14 23:45:00,2022-02-15 17:15:00,42612.0000,43846.2440,Stop,2.8965,4.8275,70
13479,2022-02-14 23:30:00,2,2022-02-15 00:00:00,2022-02-15 17:15:00,42494.6000,43857.2260,Stop,3.2066,5.3443,69
13480,2022-02-14 23:30:00,3,2022-02-15 00:15:00,2022-02-15 17:15:00,42544.6000,43865.5058,Stop,3.1048,5.1746,68
13481,2022-02-15 17:30:00,0,2022-02-15 17:30:00,2022-02-16 01:30:00,43834.4000,44020.2751,Stop,0.4240,0.7067,32
13482,2022-02-15 17:30:00,1,2022-02-15 17:45:00,2022-02-16 01:15:00,43942.9000,44026.5958,Stop,0.1905,0.3174,30
13483,2022-02-15 17:30:00,2,2022-02-15 18:00:00,2022-02-16 01:00:00,43902.8000,44035.6187,Stop,0.3025,0.5042,28
13484,2022-02-15 17:30:00,3,2022-02-15 18:15:00,2022-02-16 01:00:00,43908.7000,44046.4824,Stop,0.3138,0.5230,27
13485,2022-02-16 01:45:00,0,2022-02-16 01:45:00,2022-02-16 04:15:00,43956.7000,43692.9598,Stop,-0.6000,-1.0000,10
13486,2022-02-16 01:45:00,1,2022-02-16 02:00:00,2022-02-16 04:15:00,43955.7000,43691.9658,Stop,-0.6000,-1.0000,9
13487,2022-02-16 01:45:00,2,2022-02-16 02:15:00,2022-02-16 04:15:00,43998.6000,43734.6084,Stop,-0.6000,-1.0000,8
13488,2022-02-16 01:45:00,3,2022-02-16 02:30:00,2022-02-16 04:15:00,43954.6000,43690.8724,Stop,-0.6000,-1.0000,7
13489,2022-02-16 04:30:00,0,2022-02-16 04:30:00,2022-02-16 13:45:00,43679.3000,43667.4758,Stop,-0.0271,-0.0451,37
13490,2022-02-16 04:30:00,1,2022-02-16 04:45:00,2022-02-16 13:45:00,43814.2000,43666.1669,Stop,-0.3379,-0.5631,36
13491,2022-02-16 04:30:00,2,2022-02-16 05:00:00,2022-02-16 13:45:00,43854.7000,43666.8973,Stop,-0.4282,-0.7137,35
13492,2022-02-16 04:30:00,3,2022-02-16 05:15:00,2022-02-16 13:30:00,44043.9000,43779.6366,Stop,-0.6000,-1.0000,33
13493,2022-02-16 14:00:00,0,2022-02-16 14:00:00,2022-02-16 23:45:00,43591.7000,43859.3251,Stop,0.6139,1.0232,39
13494,2022-02-16 14:00:00,1,2022-02-16 14:15:00,2022-02-16 14:45:00,43716.4000,43454.1016,Stop,-0.6000,-1.0000,2
13495,2022-02-16 14:00:00,2,2022-02-16 14:30:00,2022-02-16 16:15:00,43604.2000,43342.5748,Stop,-0.6000,-1.0000,7
13496,2022-02-16 14:00:00,3,2022-02-16 14:45:00,2022-02-16 23:45:00,43544.6000,43853.0213,Stop,0.7083,1.1805,36
13497,2022-02-20 02:15:00,0,2022-02-20 02:15:00,2022-02-20 03:30:00,39976.9000,39737.0386,Stop,-0.6000,-1.0000,5
13498,2022-02-20 02:15:00,1,2022-02-20 02:30:00,2022-02-20 04:15:00,39950.9000,39711.1946,Stop,-0.6000,-1.0000,7
13499,2022-02-20 02:15:00,2,2022-02-20 02:45:00,2022-02-20 04:30:00,39908.9000,39669.4466,Stop,-0.6000,-1.0000,7
13500,2022-02-20 02:15:00,3,2022-02-20 03:00:00,2022-02-20 04:30:00,39832.9000,39593.9026,Stop,-0.6000,-1.0000,6
13501,2022-02-20 03:45:00,0,2022-02-20 03:45:00,2022-02-20 04:45:00,39769.9000,39531.2806,Stop,-0.6000,-1.0000,4
13502,2022-02-20 03:45:00,1,2022-02-20 04:00:00,2022-02-20 04:45:00,39791.9000,39553.1486,Stop,-0.6000,-1.0000,3
13503,2022-02-20 03:45:00,2,2022-02-20 04:15:00,2022-02-20 04:45:00,39758.9000,39520.3466,Stop,-0.6000,-1.0000,2
13504,2022-02-20 03:45:00,3,2022-02-20 04:30:00,2022-02-20 05:45:00,39697.9000,39459.7126,Stop,-0.6000,-1.0000,5
13505,2022-02-20 05:45:00,0,2022-02-20 05:45:00,2022-02-20 06:00:00,39534.9000,39297.6906,Stop,-0.6000,-1.0000,1
13506,2022-02-20 05:45:00,1,2022-02-20 06:00:00,2022-02-20 06:00:00,39338.9000,39102.8666,Stop,-0.6000,-1.0000,0
13507,2022-02-20 05:45:00,2,2022-02-20 06:15:00,2022-02-20 06:30:00,39004.9000,38770.8706,Stop,-0.6000,-1.0000,1
13508,2022-02-20 05:45:00,3,2022-02-20 06:30:00,2022-02-20 06:30:00,38988.9000,38754.9666,Stop,-0.6000,-1.0000,0
13509,2022-02-21 01:30:00,0,2022-02-21 01:30:00,2022-02-21 10:15:00,38968.5000,38737.6553,Stop,-0.5924,-0.9873,35
13510,2022-02-21 01:30:00,1,2022-02-21 01:45:00,2022-02-21 03:30:00,39129.9000,38895.1206,Stop,-0.6000,-1.0000,7
13511,2022-02-21 01:30:00,2,2022-02-21 02:00:00,2022-02-21 03:45:00,39101.6000,38866.9904,Stop,-0.6000,-1.0000,7
13512,2022-02-21 01:30:00,3,2022-02-21 02:15:00,2022-02-21 03:45:00,39049.3000,38815.0042,Stop,-0.6000,-1.0000,6
13513,2022-02-21 15:30:00,0,2022-02-21 15:30:00,2022-02-21 17:45:00,38815.9000,38583.0046,Stop,-0.6000,-1.0000,9
13514,2022-02-21 15:30:00,1,2022-02-21 15:45:00,2022-02-21 17:30:00,38837.2000,38604.1768,Stop,-0.6000,-1.0000,7
13515,2022-02-21 15:30:00,2,2022-02-21 16:00:00,2022-02-21 17:45:00,38816.0000,38583.1040,Stop,-0.6000,-1.0000,7
13516,2022-02-21 15:30:00,3,2022-02-21 16:15:00,2022-02-21 17:00:00,38939.6000,38705.9624,Stop,-0.6000,-1.0000,3
13517,2022-02-21 20:15:00,0,2022-02-21 20:15:00,2022-02-21 21:30:00,38095.5000,37866.9270,Stop,-0.6000,-1.0000,5
13518,2022-02-21 20:15:00,1,2022-02-21 20:30:00,2022-02-21 21:30:00,38165.2000,37936.2088,Stop,-0.6000,-1.0000,4
13519,2022-02-21 20:15:00,2,2022-02-21 20:45:00,2022-02-21 21:00:00,38342.8000,38112.7432,Stop,-0.6000,-1.0000,1
13520,2022-02-21 20:15:00,3,2022-02-21 21:00:00,2022-02-21 21:30:00,38201.9000,37972.6886,Stop,-0.6000,-1.0000,2
13521,2022-02-22 22:45:00,0,2022-02-22 22:45:00,2022-02-23 02:30:00,37838.9000,37611.8666,Stop,-0.6000,-1.0000,15
13522,2022-02-22 22:45:00,1,2022-02-22 23:00:00,2022-02-23 02:30:00,37872.3000,37645.0662,Stop,-0.6000,-1.0000,14
13523,2022-02-22 22:45:00,2,2022-02-22 23:15:00,2022-02-23 02:30:00,37985.8000,37757.8852,Stop,-0.6000,-1.0000,13
13524,2022-02-22 22:45:00,3,2022-02-22 23:30:00,2022-02-23 02:15:00,38057.2000,37828.8568,Stop,-0.6000,-1.0000,11
13525,2022-02-23 06:45:00,0,2022-02-23 06:45:00,2022-02-23 16:00:00,38015.7000,38400.3464,Stop,1.0118,1.6863,37
13526,2022-02-23 06:45:00,1,2022-02-23 07:00:00,2022-02-23 16:00:00,37968.0000,38403.5553,Stop,1.1472,1.9119,36
13527,2022-02-23 06:45:00,2,2022-02-23 07:15:00,2022-02-23 16:00:00,38122.0000,38404.8262,Stop,0.7419,1.2365,35
13528,2022-02-23 06:45:00,3,2022-02-23 07:30:00,2022-02-23 16:00:00,38127.5000,38414.1362,Stop,0.7518,1.2530,34
13529,2022-02-23 16:15:00,0,2022-02-23 16:15:00,2022-02-23 17:45:00,38418.6000,38188.0884,Stop,-0.6000,-1.0000,6
13530,2022-02-23 16:15:00,1,2022-02-23 16:30:00,2022-02-23 17:45:00,38492.8000,38261.8432,Stop,-0.6000,-1.0000,5
13531,2022-02-23 16:15:00,2,2022-02-23 16:45:00,2022-02-23 17:45:00,38652.4000,38420.4856,Stop,-0.6000,-1.0000,4
13532,2022-02-23 16:15:00,3,2022-02-23 17:00:00,2022-02-23 17:30:00,38681.7000,38449.6098,Stop,-0.6000,-1.0000,2
13533,2022-02-23 18:00:00,0,2022-02-23 18:00:00,2022-02-23 18:00:00,38092.5000,37863.9450,Stop,-0.6000,-1.0000,0
13534,2022-02-23 18:15:00,0,2022-02-23 18:15:00,2022-02-23 19:00:00,37894.3000,37666.9342,Stop,-0.6000,-1.0000,3
13535,2022-02-23 18:00:00,1,2022-02-23 18:15:00,2022-02-23 19:00:00,37894.3000,37666.9342,Stop,-0.6000,-1.0000,3
13536,2022-02-23 18:15:00,1,2022-02-23 18:30:00,2022-02-23 19:30:00,37798.2000,37571.4108,Stop,-0.6000,-1.0000,4
13537,2022-02-23 18:00:00,2,2022-02-23 18:30:00,2022-02-23 19:30:00,37798.2000,37571.4108,Stop,-0.6000,-1.0000,4
13538,2022-02-23 18:15:00,2,2022-02-23 18:45:00,2022-02-23 19:00:00,37853.9000,37626.7766,Stop,-0.6000,-1.0000,1
13539,2022-02-23 18:00:00,3,2022-02-23 18:45:00,2022-02-23 19:00:00,37853.9000,37626.7766,Stop,-0.6000,-1.0000,1
13540,2022-02-23 18:15:00,3,2022-02-23 19:00:00,2022-02-23 19:30:00,37753.2000,37526.6808,Stop,-0.6000,-1.0000,2
13541,2022-02-23 19:45:00,0,2022-02-23 19:45:00,2022-02-23 22:00:00,37518.4000,37293.2896,Stop,-0.6000,-1.0000,9
13542,2022-02-23 19:45:00,1,2022-02-23 20:00:00,2022-02-23 20:00:00,37609.6000,37383.9424,Stop,-0.6000,-1.0000,0
13543,2022-02-23 19:45:00,2,2022-02-23 20:15:00,2022-02-23 22:00:00,37510.8000,37285.7352,Stop,-0.6000,-1.0000,7
13544,2022-02-23 19:45:00,3,2022-02-23 20:30:00,2022-02-23 21:30:00,37646.2000,37420.3228,Stop,-0.6000,-1.0000,4
13545,2022-02-23 22:15:00,0,2022-02-23 22:15:00,2022-02-24 00:30:00,37221.9000,36998.5686,Stop,-0.6000,-1.0000,9
13546,2022-02-23 22:15:00,1,2022-02-23 22:30:00,2022-02-23 23:00:00,37412.8000,37188.3232,Stop,-0.6000,-1.0000,2
13547,2022-02-23 22:15:00,2,2022-02-23 22:45:00,2022-02-23 23:00:00,37501.3000,37276.2922,Stop,-0.6000,-1.0000,1
13548,2022-02-23 22:15:00,3,2022-02-23 23:00:00,2022-02-23 23:00:00,37710.0000,37483.7400,Stop,-0.6000,-1.0000,0
13549,2022-02-24 19:15:00,0,2022-02-24 19:15:00,2022-02-24 20:15:00,36424.2000,38340.8378,Stop,5.2620,8.7700,4
13550,2022-02-24 19:15:00,1,2022-02-24 19:30:00,2022-02-24 20:15:00,36610.9000,38328.8551,Stop,4.6925,7.8208,3
13551,2022-02-24 19:15:00,2,2022-02-24 19:45:00,2022-02-24 20:15:00,37225.0000,38307.3429,Stop,2.9076,4.8459,2
13552,2022-02-24 19:15:00,3,2022-02-24 20:00:00,2022-02-24 20:15:00,37283.5000,38304.7293,Stop,2.7391,4.5652,1
13553,2022-02-24 20:30:00,0,2022-02-24 20:30:00,2022-02-24 20:45:00,38319.9000,38089.9806,Stop,-0.6000,-1.0000,1
13554,2022-02-24 20:30:00,1,2022-02-24 20:45:00,2022-02-24 22:30:00,38156.9000,37927.9586,Stop,-0.6000,-1.0000,7
13555,2022-02-24 20:30:00,2,2022-02-24 21:00:00,2022-02-24 22:30:00,38347.4000,38117.3156,Stop,-0.6000,-1.0000,6
13556,2022-02-24 20:30:00,3,2022-02-24 21:15:00,2022-02-24 21:30:00,38442.4000,38211.7456,Stop,-0.6000,-1.0000,1
13557,2022-02-24 21:30:00,0,2022-02-24 21:30:00,2022-02-24 22:30:00,38324.7000,38094.7518,Stop,-0.6000,-1.0000,4
13558,2022-02-24 21:30:00,1,2022-02-24 21:45:00,2022-02-24 22:30:00,38370.2000,38139.9788,Stop,-0.6000,-1.0000,3
13559,2022-02-24 21:30:00,2,2022-02-24 22:00:00,2022-02-24 22:30:00,38394.5000,38164.1330,Stop,-0.6000,-1.0000,2
13560,2022-02-24 21:30:00,3,2022-02-24 22:15:00,2022-02-24 22:30:00,38380.0000,38149.7200,Stop,-0.6000,-1.0000,1
13561,2022-02-24 22:45:00,0,2022-02-24 22:45:00,2022-02-25 20:45:00,37890.0000,39139.1000,Friday,3.2966,5.4944,88
13562,2022-02-24 22:45:00,1,2022-02-24 23:00:00,2022-02-25 20:45:00,37818.0000,39139.1000,Friday,3.4933,5.8222,87
13563,2022-02-24 22:45:00,2,2022-02-24 23:15:00,2022-02-25 20:45:00,38211.6000,39139.1000,Friday,2.4273,4.0455,86
13564,2022-02-24 22:45:00,3,2022-02-24 23:30:00,2022-02-25 20:45:00,38178.9000,39139.1000,Friday,2.5150,4.1917,85
13565,2022-02-25 22:00:00,0,2022-02-25 22:00:00,2022-02-25 22:00:00,39010.6000,38953.6000,Friday,-0.1461,-0.2435,0
13566,2022-02-25 22:15:00,0,2022-02-25 22:15:00,2022-02-25 22:15:00,38962.4000,38997.5000,Friday,0.0901,0.1501,0
13567,2022-02-25 22:00:00,1,2022-02-25 22:15:00,2022-02-25 22:15:00,38962.4000,38997.5000,Friday,0.0901,0.1501,0
13568,2022-02-25 22:15:00,1,2022-02-25 22:30:00,2022-02-25 22:30:00,38882.2000,39141.2000,Friday,0.6661,1.1102,0
13569,2022-02-25 22:00:00,2,2022-02-25 22:30:00,2022-02-25 22:30:00,38882.2000,39141.2000,Friday,0.6661,1.1102,0
13570,2022-02-25 22:15:00,2,2022-02-25 22:45:00,2022-02-25 22:45:00,39150.9000,39510.1000,Friday,0.9175,1.5291,0
13571,2022-02-25 22:00:00,3,2022-02-25 22:45:00,2022-02-25 22:45:00,39150.9000,39510.1000,Friday,0.9175,1.5291,0
13572,2022-02-25 22:15:00,3,2022-02-25 23:00:00,2022-02-25 23:00:00,39510.1000,39273.0394,Stop,-0.6000,-1.0000,0
13573,2022-02-25 23:15:00,0,2022-02-25 23:15:00,2022-02-25 23:15:00,39293.7000,39382.4000,Friday,0.2257,0.3762,0
13574,2022-02-25 23:15:00,1,2022-02-25 23:30:00,2022-02-25 23:30:00,39388.7000,39225.7000,Friday,-0.4138,-0.6897,0
13575,2022-02-25 23:45:00,0,2022-02-25 23:45:00,2022-02-25 23:45:00,39225.7000,39177.8000,Friday,-0.1221,-0.2035,0
13576,2022-02-25 23:15:00,2,2022-02-25 23:45:00,2022-02-25 23:45:00,39225.7000,39177.8000,Friday,-0.1221,-0.2035,0
13577,2022-02-26 00:00:00,0,2022-02-26 00:00:00,2022-02-26 03:15:00,39177.7000,39244.7918,Stop,0.1712,0.2854,13
13578,2022-02-25 23:45:00,1,2022-02-26 00:00:00,2022-02-26 03:15:00,39177.7000,39244.7918,Stop,0.1712,0.2854,13
13579,2022-02-25 23:15:00,3,2022-02-26 00:00:00,2022-02-26 03:15:00,39177.7000,39244.7918,Stop,0.1712,0.2854,13
13580,2022-02-26 00:00:00,1,2022-02-26 00:15:00,2022-02-26 03:15:00,39189.1000,39240.7469,Stop,0.1318,0.2196,12
