breakeven_R,atr14_pct,atr_ratio_14_90,vol20,vol200,vol_ratio_20_200,range_pct,dist_ema20_atr,dist_ema50_atr,dist_ema200_atr,ret20_atr,ret50_atr,pos_in_range50,dist_hh20_atr,mom14,mom_diff,vwap_dist_atr,vwap_slope_atr,rsi14,vol_ratio_volume,gap_open_atr,hour,dow,label,entry_time,label_end_time,origin_bar,entry_bar,entry_price,leg,entry_vs_base_R
9.02236105,0.01294960,0.90901257,0.00875374,0.01617426,0.54121437,0.01336361,-0.75955464,-0.92856656,-2.59651746,1.34523503,-5.20627817,0.43415989,-2.66387637,99.00059519,-1.28880645,1.03508798,-0.01297015,45.13378914,1.21966803,-0.00022537,20,1,0,2021-01-12 20:15:00,2021-01-12 20:17:00,70570,70573,34264.60000000,3,-1.10264558
9.55607897,0.01832161,1.21470591,0.01214921,0.01572421,0.77264326,0.01828582,-1.78758298,-2.61957975,-4.30718936,-2.71648552,-4.09083392,0.06228273,-4.06969526,93.85275341,-2.74751429,-1.82638250,0.00360058,30.34333893,1.33510970,-0.01946099,1,2,1,2021-01-13 01:30:00,2021-01-13 07:27:00,70594,70594,32521.80000000,0,0.00000000
9.52500415,0.01849036,1.22945473,0.01212624,0.01572199,0.77129205,0.01307186,-1.46888147,-2.34981246,-4.07257659,-2.09715659,-4.36093841,0.09006051,-3.87880295,93.97023576,0.11748235,-1.72860487,0.06676059,30.82574522,1.17875957,0.00000000,1,2,1,2021-01-13 01:45:00,2021-01-13 07:27:00,70594,70595,32619.70000000,1,0.50171475
9.35905885,0.01848983,1.25138824,0.01234218,0.01574999,0.78363111,0.01618105,-0.62679678,-1.50019134,-3.22772797,-1.90050797,-2.42038886,0.23883095,-3.06909558,96.36019399,2.38995823,-0.97113499,0.02225750,38.71998556,1.14449079,-0.00735681,2,2,0,2021-01-13 02:00:00,2021-01-13 02:23:00,70594,70596,33077.40000000,2,2.84732087
9.38437320,0.01850005,1.24852925,0.01232527,0.01571176,0.78446116,0.01298823,-0.50644542,-1.37546125,-3.12467449,-1.96323452,-1.20894774,0.25183469,-2.99772693,97.02642849,0.66623450,-0.90817858,0.00469501,40.57526972,1.11117169,0.00016319,2,2,0,2021-01-13 02:15:00,2021-01-13 02:23:00,70594,70597,33122.40000000,3,3.07793542
5.38241739,0.00849557,0.99962599,0.00657201,0.00767244,0.85657441,0.01083388,-2.65999694,-1.79443261,3.75081152,-4.34471117,0.45945413,0.26885510,-4.63781651,97.01286021,-0.53982539,3.58017413,0.07858848,27.77673228,1.58510393,0.00276225,21,3,1,2021-01-14 21:45:00,2021-01-15 00:35:00,70771,70771,38352.80000000,0,0.00000000
5.36924741,0.00885728,1.04491812,0.00640804,0.00765068,0.83757794,0.01294737,-1.29930600,-0.58980452,4.60722835,-1.42883322,1.99995835,0.42772210,-3.31479978,98.46828246,1.45542226,4.43129193,0.06015229,39.34408830,1.04479513,-0.01632619,22,3,0,2021-01-14 22:00:00,2021-01-14 22:25:00,70771,70772,38720.40000000,1,1.59744964
5.37257554,0.00902194,1.06354043,0.00602060,0.00761192,0.79094322,0.00842478,-1.14101302,-0.54251324,4.49172767,-2.37444808,1.13556827,0.42984542,-3.23957482,98.65483417,0.18655170,4.28925532,0.07491209,40.44093690,0.74468552,-0.00114473,22,3,0,2021-01-14 22:15:00,2021-01-14 22:25:00,70771,70773,38730.60000000,2,1.64177496
5.39380735,0.00928604,1.09035964,0.00597602,0.00762301,0.78394530,0.00784985,-1.63270820,-1.17155594,3.66613091,-3.52490406,1.59385993,0.32529302,-3.85649185,97.98628669,-0.66854748,3.44644226,0.05856195,36.78264648,0.74560541,-0.00055964,22,3,0,2021-01-14 22:30:00,2021-01-15 05:47:00,70771,70774,38484.60000000,3,0.57275262
5.34393048,0.00735485,0.87164756,0.00423988,0.00666820,0.63583575,0.00913085,-1.89328197,-1.90088471,3.11804984,-1.68536203,-3.98792380,0.14548960,-4.27512506,97.49497829,-0.73811235,1.40858004,0.07392655,22.72601756,1.69793803,0.00141478,4,4,0,2021-01-15 04:15:00,2021-01-15 05:47:00,70797,70797,38441.50000000,0,0.00000000
5.33981338,0.00735213,0.87200587,0.00420896,0.00661278,0.63648872,0.00579769,-1.75256617,-1.86839378,3.04708176,-1.34531665,-3.74147390,0.13868572,-4.32051574,97.60118455,0.10620626,1.30362897,0.06344005,23.28147100,1.35566217,0.00000000,4,4,0,2021-01-15 04:30:00,2021-01-15 05:47:00,70797,70798,38429.10000000,1,-0.05376134
5.33721892,0.00761573,0.90368789,0.00433768,0.00661832,0.65540483,0.00923832,-0.96418461,-1.13081413,3.51074376,-0.93113416,-4.36524401,0.24176447,-3.53307261,97.77238128,0.17119673,1.79486941,0.07597481,25.99465153,1.37975169,0.00306070,4,4,0,2021-01-15 04:45:00,2021-01-15 05:00:00,70797,70799,38611.80000000,2,0.73835135
5.34166536,0.00782198,0.92741161,0.00424980,0.00662174,0.64179470,0.00775686,-1.51431920,-1.76484815,2.68112661,-2.37695638,-4.23343323,0.12350313,-4.18914419,97.50694631,-0.26543496,0.95676488,0.07114504,24.62516803,1.14169137,0.00000000,5,4,0,2021-01-15 05:00:00,2021-01-15 05:47:00,70797,70800,38391.80000000,3,-0.21547893
5.46454457,0.00818168,0.94826028,0.00563736,0.00641802,0.87836500,0.01776978,-3.00345660,-3.51462214,0.44389988,-5.23955973,-6.44027193,0.00028456,-5.76141146,95.97005630,-1.89995368,-1.33603790,0.02688587,19.93020256,1.64900666,-0.00194238,6,4,0,2021-01-15 06:00:00,2021-01-15 06:09:00,70804,70804,37754.50000000,0,0.00000000
5.49833316,0.00848775,0.97767412,0.00552691,0.00640821,0.86247459,0.00988118,-2.66775000,-3.30655470,0.37220462,-5.47025243,-5.54143252,0.09076903,-5.60824191,96.28272705,0.31267075,-1.37433401,0.03376905,20.95063402,1.55531566,0.00000000,6,4,0,2021-01-15 06:15:00,2021-01-15 12:29:00,70804,70805,37738.40000000,1,-0.07107321
5.47899549,0.00862386,0.99685722,0.00572330,0.00641377,0.89234599,0.00885581,-1.89754631,-2.61641718,0.87258897,-4.48475976,-4.46089977,0.16305046,-4.87202570,96.73314195,0.45041489,-0.85579177,0.02583494,26.01543765,1.31973566,0.00000000,6,4,0,2021-01-15 06:30:00,2021-01-15 07:04:00,70804,70806,37907.30000000,2,0.67453328
5.41097149,0.00830241,0.97176464,0.00573136,0.00632917,0.90554737,0.00512346,-1.73569380,-2.56028019,0.94822373,-4.60589837,-5.11088929,0.17002611,-4.66846642,97.53761477,0.80447283,-0.85995568,0.02318114,29.87471622,1.25507779,0.00000000,6,4,0,2021-01-15 06:45:00,2021-01-15 07:04:00,70804,70807,37923.60000000,3,0.74648938
5.34151356,0.00800576,0.94922562,0.00566778,0.00622499,0.91048874,0.00837016,-0.42855628,-1.25515509,1.90039147,-2.08384854,-4.29507967,0.30671460,-2.12500292,99.04716026,-0.85864029,-0.04788637,0.04816841,42.42848323,0.56364848,0.00032662,8,4,0,2021-01-15 08:15:00,2021-01-15 09:01:00,70813,70813,38243.10000000,0,0.00000000
5.28976878,0.00796142,0.95317455,0.00569559,0.00620142,0.91843301,0.00757668,0.05887680,-0.73294126,2.37391877,-1.02822826,-4.68051596,0.37137844,-1.47642193,100.00599086,0.95883060,0.40377745,0.04258061,50.04869786,0.58112560,0.00392578,8,4,0,2021-01-15 08:30:00,2021-01-15 09:00:00,70813,70814,38395.30000000,1,0.66330048
5.25100162,0.00786979,0.94918790,0.00566869,0.00619544,0.91497751,0.00704271,0.13942506,-0.62099282,2.46953437,-0.57014622,-4.05782723,0.41151357,-1.21933244,99.34147590,-0.66451496,0.46732698,0.03543097,43.94868140,0.48703191,0.00033071,8,4,0,2021-01-15 08:45:00,2021-01-15 08:57:00,70813,70815,38422.80000000,2,0.78314781
5.32099008,0.00836281,0.99538754,0.00576792,0.00619513,0.93104099,0.01107405,-0.44165026,-1.16008783,1.69889552,-1.26257458,-4.05018658,0.32052518,-1.77342301,98.76519286,-0.57628304,-0.20994757,0.03197856,39.50915397,0.59965995,0.00000000,9,4,0,2021-01-15 09:00:00,2021-01-15 09:02:00,70813,70816,38224.50000000,3,-0.08106037
5.21642782,0.00712170,0.86464786,0.00592089,0.00606103,0.97687864,0.00456530,0.82168737,0.16856876,3.29733200,0.82029972,0.78248448,0.51382152,-0.63267797,101.87325396,-0.30887352,1.05815617,0.04015778,69.52218618,0.53205053,0.00109082,10,4,0,2021-01-15 10:00:00,2021-01-15 10:32:00,70820,70820,38617.70000000,0,0.00000000
5.23137729,0.00714704,0.86522076,0.00568533,0.00603491,0.94207328,0.00525860,0.57110174,-0.01965980,3.07054930,-0.40634394,0.77459314,0.48933365,-0.81994402,101.69234988,-0.18090408,0.81722526,0.04994037,67.30478861,0.50752882,0.00507930,10,4,0,2021-01-15 10:15:00,2021-01-15 10:46:00,70820,70821,38566.80000000,1,-0.21967474
5.22268545,0.00714189,0.86606537,0.00568829,0.00603326,0.94282112,0.00503191,0.34936026,-0.19776634,2.86194684,-0.68420369,-0.77000182,0.46522251,-0.73182892,101.44819884,-0.24415104,0.58423460,0.04852887,64.74152724,0.51926383,0.00036355,10,4,0,2021-01-15 10:30:00,2021-01-15 11:02:00,70820,70822,38514.30000000,2,-0.44625478
5.18694190,0.00642156,0.78407402,0.00547870,0.00603594,0.90767867,0.00422253,-0.01871892,-0.60605543,2.75343320,-0.03729658,-1.28916430,0.41756534,-1.22632768,100.47605346,-0.97214537,0.19525122,0.04596874,55.35483112,0.56574098,0.00162159,10,4,0,2021-01-15 10:45:00,2021-01-15 11:06:00,70823,70823,38413.40000000,0,0.00000000
5.18694190,0.00642156,0.78407402,0.00547870,0.00603594,0.90767867,0.00422253,-0.01871892,-0.60605543,2.75343320,-0.03729658,-1.28916430,0.41756534,-1.22632768,100.47605346,-0.97214537,0.19525122,0.04596874,55.35483112,0.56574098,0.00162159,10,4,0,2021-01-15 10:45:00,2021-01-15 11:06:00,70820,70823,38413.40000000,3,-0.88172004
5.16527934,0.00649620,0.79652376,0.00365942,0.00603387,0.60647920,0.00679438,-0.06607509,-0.62818446,2.64169365,2.58288234,-0.34235318,0.41116082,-1.26718781,100.13220787,-0.34384559,0.10044417,0.03811224,51.58904281,0.46355601,-0.00040088,11,4,0,2021-01-15 11:00:00,2021-01-15 11:06:00,70823,70824,38399.30000000,1,-0.06117657
5.23109875,0.00711524,0.86146095,0.00415636,0.00604733,0.68730561,0.01188954,-1.08017151,-1.64410936,1.28532612,1.30573198,-1.51935696,0.26654109,-2.29932797,99.50186767,-0.63034020,-1.08833533,0.04771896,44.80862416,0.59063006,-0.00221373,11,4,0,2021-01-15 11:15:00,2021-01-15 12:04:00,70825,70825,38091.70000000,0,0.00000000
5.23109875,0.00711524,0.86146095,0.00415636,0.00604733,0.68730561,0.01188954,-1.08017151,-1.64410936,1.28532612,1.30573198,-1.51935696,0.26654109,-2.29932797,99.50186767,-0.63034020,-1.08833533,0.04771896,44.80862416,0.59063006,-0.00221373,11,4,0,2021-01-15 11:15:00,2021-01-15 12:04:00,70823,70825,38091.70000000,2,-1.39578029
5.23255209,0.00716826,0.86757074,0.00404841,0.00604647,0.66954867,0.00547136,-0.91933793,-1.51386349,1.31771134,0.73289229,-2.85212980,0.27369908,-2.22576681,99.25663339,-0.24523428,-1.06398741,0.03977686,41.80826636,0.65475208,0.00878592,11,4,0,2021-01-15 11:30:00,2021-01-15 12:04:00,70825,70826,38109.90000000,1,0.07963240
5.23255209,0.00716826,0.86757074,0.00404841,0.00604647,0.66954867,0.00547136,-0.91933793,-1.51386349,1.31771134,0.73289229,-2.85212980,0.27369908,-2.22576681,99.25663339,-0.24523428,-1.06398741,0.03977686,41.80826636,0.65475208,0.00878592,11,4,0,2021-01-15 11:30:00,2021-01-15 12:04:00,70823,70826,38109.90000000,3,-1.31681479
5.20554023,0.00692502,0.84254344,0.00409590,0.00597541,0.68545936,0.00523759,-0.46120055,-1.07923424,1.78093634,1.13373631,-2.62145825,0.32842006,-1.85795240,99.94953325,0.69289986,-0.68222913,0.02320624,49.43511093,0.61577753,-0.00151114,11,4,0,2021-01-15 11:45:00,2021-01-15 11:47:00,70825,70827,38223.30000000,2,0.57580348
5.22600929,0.00701786,0.85046762,0.00424248,0.00598607,0.70872518,0.00848429,-1.01310219,-1.66449920,1.09204331,0.30860598,-2.85535432,0.24511420,-2.50442738,99.09543393,-0.85409931,-1.35713800,0.01827475,39.98615997,0.73066176,0.00299617,12,4,0,2021-01-15 12:00:00,2021-01-15 12:05:00,70825,70828,38047.60000000,3,-0.19295542
5.22052078,0.00717919,0.87063776,0.00391988,0.00592032,0.66210676,0.00931050,-0.98013954,-1.65302280,0.96618055,-0.76713332,-3.16195211,0.23324700,-2.54209080,98.95608586,-0.13934808,-1.43718782,0.01734808,38.41220315,0.66703945,0.05018972,12,4,0,2021-01-15 12:15:00,2021-01-15 12:17:00,70829,70829,38035.30000000,0,0.00000000
5.37397010,0.00791334,0.93221874,0.00535907,0.00604893,0.88595433,0.01985063,-2.81494665,-3.58600599,-1.30159044,-3.31265700,-5.87222222,0.03208420,-4.55304348,97.76216824,-1.19391761,-3.54065300,0.00750971,30.42562929,0.78621781,0.05207729,12,4,0,2021-01-15 12:30:00,2021-01-15 12:36:00,70830,70830,37384.50000000,0,0.00000000
5.37397010,0.00791334,0.93221874,0.00535907,0.00604893,0.88595433,0.01985063,-2.81494665,-3.58600599,-1.30159044,-3.31265700,-5.87222222,0.03208420,-4.55304348,97.76216824,-1.19391761,-3.54065300,0.00750971,30.42562929,0.78621781,0.05207729,12,4,0,2021-01-15 12:30:00,2021-01-15 12:36:00,70829,70830,37384.50000000,1,-2.85173685
5.34084459,0.00818928,0.97148175,0.00550519,0.00604834,0.91019876,0.01048932,-1.96664170,-2.80114103,-0.71055359,-2.43874326,-6.13199479,0.15516347,-3.84583566,98.55424850,0.79208026,-2.87978224,0.00794188,37.53621876,0.96216561,-0.04684886,12,4,0,2021-01-15 12:45:00,2021-01-15 13:19:00,70830,70831,37519.00000000,1,0.59962462
5.34084459,0.00818928,0.97148175,0.00550519,0.00604834,0.91019876,0.01048932,-1.96664170,-2.80114103,-0.71055359,-2.43874326,-6.13199479,0.15516347,-3.84583566,98.55424850,0.79208026,-2.87978224,0.00794188,37.53621876,0.96216561,-0.04684886,12,4,0,2021-01-15 12:45:00,2021-01-15 13:19:00,70829,70831,37519.00000000,2,-2.26237206
5.31892197,0.00800915,0.95380027,0.00562482,0.00603043,0.93273979,0.00778314,-1.20490639,-2.09493082,-0.05373631,-2.17550577,-5.25264700,0.23579897,-3.24290981,98.20201268,-0.35223582,-2.27283073,0.01241313,33.29949239,0.78216769,-0.01786727,13,4,0,2021-01-15 13:00:00,2021-01-15 13:04:00,70832,70832,37730.00000000,0,0.00000000
5.31892197,0.00800915,0.95380027,0.00562482,0.00603043,0.93273979,0.00778314,-1.20490639,-2.09493082,-0.05373631,-2.17550577,-5.25264700,0.23579897,-3.24290981,98.20201268,-0.35223582,-2.27283073,0.01241313,33.29949239,0.78216769,-0.01786727,13,4,0,2021-01-15 13:00:00,2021-01-15 13:04:00,70830,70832,37730.00000000,2,1.54029968
5.31892197,0.00800915,0.95380027,0.00562482,0.00603043,0.93273979,0.00778314,-1.20490639,-2.09493082,-0.05373631,-2.17550577,-5.25264700,0.23579897,-3.24290981,98.20201268,-0.35223582,-2.27283073,0.01241313,33.29949239,0.78216769,-0.01786727,13,4,0,2021-01-15 13:00:00,2021-01-15 13:04:00,70829,70832,37730.00000000,3,-1.33779235
5.31604381,0.00819086,0.97616750,0.00561196,0.00601090,0.93363069,0.00922715,-1.44853378,-2.37724634,-0.46682510,-2.06669140,-5.91633429,0.19208687,-3.60064001,97.52216566,-0.67984702,-2.66723332,0.01840636,26.82962316,0.73288391,-0.04252852,13,4,0,2021-01-15 13:15:00,2021-01-15 13:16:00,70833,70833,37593.30000000,0,0.00000000
5.31604381,0.00819086,0.97616750,0.00561196,0.00601090,0.93363069,0.00922715,-1.44853378,-2.37724634,-0.46682510,-2.06669140,-5.91633429,0.19208687,-3.60064001,97.52216566,-0.67984702,-2.66723332,0.01840636,26.82962316,0.73288391,-0.04252852,13,4,0,2021-01-15 13:15:00,2021-01-15 13:16:00,70832,70833,37593.30000000,1,-0.60385193
5.31604381,0.00819086,0.97616750,0.00561196,0.00601090,0.93363069,0.00922715,-1.44853378,-2.37724634,-0.46682510,-2.06669140,-5.91633429,0.19208687,-3.60064001,97.52216566,-0.67984702,-2.66723332,0.01840636,26.82962316,0.73288391,-0.04252852,13,4,0,2021-01-15 13:15:00,2021-01-15 13:16:00,70830,70833,37593.30000000,3,0.93086707
5.38106663,0.00864418,1.01797832,0.00556045,0.00601058,0.92511034,0.01050592,-1.75092634,-2.70890502,-0.99058235,-2.99083744,-6.01845760,0.11790302,-3.98428013,96.91615697,-0.60600870,-3.11289668,0.01732408,22.76448795,0.82149696,-0.06676528,13,4,0,2021-01-15 13:30:00,2021-01-15 14:23:00,70834,70834,37404.90000000,0,0.00000000
5.38106663,0.00864418,1.01797832,0.00556045,0.00601058,0.92511034,0.01050592,-1.75092634,-2.70890502,-0.99058235,-2.99083744,-6.01845760,0.11790302,-3.98428013,96.91615697,-0.60600870,-3.11289668,0.01732408,22.76448795,0.82149696,-0.06676528,13,4,0,2021-01-15 13:30:00,2021-01-15 14:23:00,70833,70834,37404.90000000,1,-0.83525522
5.38106663,0.00864418,1.01797832,0.00556045,0.00601058,0.92511034,0.01050592,-1.75092634,-2.70890502,-0.99058235,-2.99083744,-6.01845760,0.11790302,-3.98428013,96.91615697,-0.60600870,-3.11289668,0.01732408,22.76448795,0.82149696,-0.06676528,13,4,0,2021-01-15 13:30:00,2021-01-15 14:23:00,70832,70834,37404.90000000,2,-1.43608093
5.34793441,0.00889013,1.05248829,0.00578250,0.00600172,0.96347348,0.00955581,-0.92024008,-1.86679625,-0.27942812,-2.30091970,-5.49119775,0.21245973,-3.17563963,97.63285225,0.71669528,-2.35032546,0.01687628,30.66135661,0.87732070,0.03555043,13,4,0,2021-01-15 13:45:00,2021-01-15 13:52:00,70834,70835,37664.40000000,1,1.15626562
5.34793441,0.00889013,1.05248829,0.00578250,0.00600172,0.96347348,0.00955581,-0.92024008,-1.86679625,-0.27942812,-2.30091970,-5.49119775,0.21245973,-3.17563963,97.63285225,0.71669528,-2.35032546,0.01687628,30.66135661,0.87732070,0.03555043,13,4,0,2021-01-15 13:45:00,2021-01-15 13:52:00,70833,70835,37664.40000000,2,0.31521574
5.34793441,0.00889013,1.05248829,0.00578250,0.00600172,0.96347348,0.00955581,-0.92024008,-1.86679625,-0.27942812,-2.30091970,-5.49119775,0.21245973,-3.17563963,97.63285225,0.71669528,-2.35032546,0.01687628,30.66135661,0.87732070,0.03555043,13,4,0,2021-01-15 13:45:00,2021-01-15 13:52:00,70832,70835,37664.40000000,3,-0.28977825
5.33376439,0.00900474,1.06928282,0.00569897,0.00598080,0.95287822,0.00664304,-0.91409514,-1.86937365,-0.37333210,-1.78955803,-5.18121626,0.20107842,-3.23903509,97.67384497,0.04099273,-2.45192969,0.02844576,30.88379636,0.73028306,-0.00590418,14,4,0,2021-01-15 14:00:00,2021-01-15 14:08:00,70834,70836,37616.30000000,2,0.94194433
5.33376439,0.00900474,1.06928282,0.00569897,0.00598080,0.95287822,0.00664304,-0.91409514,-1.86937365,-0.37333210,-1.78955803,-5.18121626,0.20107842,-3.23903509,97.67384497,0.04099273,-2.45192969,0.02844576,30.88379636,0.73028306,-0.00590418,14,4,0,2021-01-15 14:00:00,2021-01-15 14:08:00,70833,70836,37616.30000000,3,0.10196852
5.33700529,0.00944519,1.12083286,0.00577970,0.00598869,0.96510342,0.00975500,-1.36206549,-2.32661695,-0.97701396,-1.94725986,-5.59886754,0.11183742,-3.73512639,97.35297946,-0.32086551,-0.23533538,-2.74493386,29.36855775,49.96802885,0.00113246,14,4,0,2021-01-15 14:15:00,2021-01-15 14:23:00,70834,70837,37396.60000000,3,-0.03698268
6.76113721,0.01079477,1.01109932,0.00678531,0.00663401,1.02280788,0.00510532,0.85462710,-0.58317399,-2.46725494,0.72001898,-6.03277791,0.43221278,-0.39399193,102.45655184,-0.11827453,0.72092473,0.00747148,68.86911222,0.65469879,0.00689869,22,4,0,2021-01-15 22:30:00,2021-01-16 02:56:00,70870,70870,36259.00000000,0,0.00000000
6.66934356,0.01064830,1.01114923,0.00707774,0.00669765,1.05674967,0.01457004,1.87613489,0.61005501,-1.23782073,2.63484295,-4.68498904,0.55832640,-0.15620891,102.84833518,0.39178334,1.89560192,0.04423790,70.74852131,1.39310044,0.00306793,22,4,0,2021-01-15 22:45:00,2021-01-15 23:04:00,70870,70871,36734.10000000,1,2.18382562
6.70999926,0.01078646,1.01804074,0.00708465,0.00668670,1.05951406,0.00705554,1.30276451,0.17713460,-1.63171859,1.58710612,-4.93676204,0.52242700,-0.61278522,102.25099267,-0.59734251,1.42612488,0.03307760,65.65538701,1.00262358,0.00507063,23,4,0,2021-01-15 23:00:00,2021-01-16 02:52:00,70872,70872,36569.00000000,0,0.00000000
6.70999926,0.01078646,1.01804074,0.00708465,0.00668670,1.05951406,0.00705554,1.30276451,0.17713460,-1.63171859,1.58710612,-4.93676204,0.52242700,-0.61278522,102.25099267,-0.59734251,1.42612488,0.03307760,65.65538701,1.00262358,0.00507063,23,4,0,2021-01-15 23:00:00,2021-01-16 02:52:00,70870,70872,36569.00000000,2,1.42493358
6.71350043,0.01040661,0.98187643,0.00714849,0.00669013,1.06851269,0.00605771,0.90620489,-0.16277271,-2.03078640,1.08771665,-5.22256971,0.49033030,-0.99118312,102.43945644,0.18846376,1.11092319,0.01900552,67.29389252,0.78725239,-0.01424265,23,4,0,2021-01-15 23:15:00,2021-01-16 02:56:00,70872,70873,36427.50000000,1,-0.64489960
6.71350043,0.01040661,0.98187643,0.00714849,0.00669013,1.06851269,0.00605771,0.90620489,-0.16277271,-2.03078640,1.08771665,-5.22256971,0.49033030,-0.99118312,102.43945644,0.18846376,1.11092319,0.01900552,67.29389252,0.78725239,-0.01424265,23,4,0,2021-01-15 23:15:00,2021-01-16 02:56:00,70870,70873,36427.50000000,3,0.77452035
6.70225679,0.00990863,0.93627760,0.00713098,0.00669433,1.06522721,0.00916336,1.27971654,0.28527441,-1.63941987,1.96399803,-4.95507632,0.53939689,-0.56909897,104.12846255,1.68900612,1.59214610,0.03628920,82.05513342,1.14256703,0.00468735,23,4,0,2021-01-15 23:30:00,2021-01-16 02:52:00,70872,70874,36604.00000000,2,0.15951580
6.68085395,0.00938360,0.88944764,0.00587625,0.00669438,0.87778878,0.00838032,1.82735295,0.93800774,-1.03279963,4.46858985,-3.63365846,0.62474521,-0.01446520,104.43289003,0.30442747,2.29934455,0.04817608,82.90404040,1.16970605,0.01215077,23,4,0,2021-01-15 23:45:00,2021-01-16 02:20:00,70872,70875,36840.50000000,3,1.23738686
6.70111267,0.00902200,0.85266373,0.00597656,0.00649412,0.92030303,0.00587467,1.44509309,0.64338196,-1.37207264,4.06439933,-4.14435967,0.59868019,-0.34669598,104.29484431,-0.13804571,2.05020995,0.03927411,81.16527257,0.93358510,0.00271563,0,5,0,2021-01-16 00:00:00,2021-01-16 02:21:00,70876,70876,36734.90000000,0,0.00000000
6.69224718,0.00916263,0.86714588,0.00651938,0.00658661,0.98979244,0.01688304,2.77576213,2.20076944,0.33303537,4.64628438,-2.69163253,0.76045845,-0.14511410,105.48018413,1.18533982,3.56157909,0.09309869,83.97433650,1.48384697,-0.00292569,0,5,0,2021-01-16 00:15:00,2021-01-16 01:44:00,70876,70877,37302.70000000,1,2.57611517
6.66858270,0.00888330,0.84374111,0.00661811,0.00658751,1.00464556,0.00489861,2.29815371,1.86896132,0.01297911,4.33465205,-2.58045269,0.74828899,-0.48152712,104.55004146,-0.93014267,3.29973900,0.05323856,79.41058905,0.77816701,-0.00938236,0,5,0,2021-01-16 00:30:00,2021-01-16 01:44:00,70876,70878,37191.10000000,2,2.06978468
6.63462022,0.00893684,0.85293545,0.00643926,0.00656978,0.98013382,0.00871642,1.91353903,1.62150020,-0.15843748,4.73506371,-2.66597796,0.75390304,-0.81172521,104.01649170,-0.53354976,3.05916850,0.05291886,76.73378076,0.79507613,0.02169421,0,5,0,2021-01-16 00:45:00,2021-01-16 01:44:00,70876,70879,37144.00000000,3,1.85609144
6.84109399,0.00918124,0.84994155,0.00737101,0.00659308,1.11799171,0.01867933,-0.37340341,-0.17900515,-1.56613605,2.32897530,-2.86085406,0.68481833,-2.90750488,100.24202149,-0.85045963,1.19305732,0.03425039,51.53501925,1.10418669,0.00475422,2,5,0,2021-01-16 02:30:00,2021-01-16 02:52:00,70886,70886,36657.10000000,0,0.00000000
6.87649018,0.00946085,0.87137279,0.00714693,0.00660210,1.08252389,0.00926335,-0.85430681,-0.72495593,-2.08709004,0.58074804,-2.72745723,0.63735114,-3.41693244,100.06203184,-0.17998965,0.56570987,0.01856070,50.38323272,1.08046333,-0.00202957,2,5,0,2021-01-16 02:45:00,2021-01-16 02:52:00,70886,70887,36454.80000000,1,-0.91978543
7.00123321,0.01005401,0.90940044,0.00735897,0.00662268,1.11117789,0.01656703,-1.41737134,-1.38729856,-2.70822581,-0.15202451,-2.62042964,0.55266640,-3.99634764,98.84706699,-1.21496486,-0.22110937,0.00094416,43.09193295,0.78303515,0.00962180,3,5,0,2021-01-16 03:00:00,2021-01-16 05:23:00,70888,70888,36183.80000000,0,0.00000000
7.00123321,0.01005401,0.90940044,0.00735897,0.00662268,1.11117789,0.01656703,-1.41737134,-1.38729856,-2.70822581,-0.15202451,-2.62042964,0.55266640,-3.99634764,98.84706699,-1.21496486,-0.22110937,0.00094416,43.09193295,0.78303515,0.00962180,3,5,0,2021-01-16 03:00:00,2021-01-16 05:23:00,70886,70888,36183.80000000,2,-2.15192509
6.98241972,0.01023095,0.92785802,0.00742292,0.00661471,1.12218398,0.01159559,-0.86259518,-0.88773876,-2.19424810,0.37922886,-1.35285190,0.60224021,-3.47653353,98.65648830,-0.19057869,0.21778549,-0.00081847,41.70048633,0.97352398,0.01371679,3,5,0,2021-01-16 03:15:00,2021-01-16 04:24:00,70888,70889,36346.50000000,1,0.74941456
6.98241972,0.01023095,0.92785802,0.00742292,0.00661471,1.12218398,0.01159559,-0.86259518,-0.88773876,-2.19424810,0.37922886,-1.35285190,0.60224021,-3.47653353,98.65648830,-0.19057869,0.21778549,-0.00081847,41.70048633,0.97352398,0.01371679,3,5,0,2021-01-16 03:15:00,2021-01-16 04:24:00,70886,70889,36346.50000000,3,-1.41218663
6.95917119,0.01029282,0.93671858,0.00743387,0.00660478,1.12552798,0.00713703,-0.56081048,-0.61948975,-1.92097746,0.46244404,-1.14330889,0.62941195,-3.21177255,99.17161213,0.51512383,0.44170671,0.00973415,44.87278854,1.19124860,0.00000000,3,5,0,2021-01-16 03:30:00,2021-01-16 03:43:00,70888,70890,36429.70000000,2,1.13264315
7.00234980,0.00971392,0.87887738,0.00690926,0.00660157,1.04660927,0.00839403,-1.12085928,-1.25037219,-2.66228616,-1.50304655,-0.30311154,0.56005170,-4.06527744,97.05283926,-2.11877287,-0.17154313,0.00157387,29.04467826,0.89032946,-0.03440572,3,5,0,2021-01-16 03:45:00,2021-01-16 05:23:00,70888,70891,36192.20000000,3,0.03869135
7.02079532,0.00938372,0.84650969,0.00696172,0.00674468,1.03217952,0.00848529,1.03544519,0.67402564,-0.92136478,0.12573633,3.80925911,0.67170990,-0.66294698,100.51216319,-0.94236017,1.27087707,0.02220848,53.59864522,1.19346602,-0.00261346,7,5,0,2021-01-16 07:30:00,2021-01-16 08:22:00,70906,70906,36697.90000000,0,0.00000000
