ticket,open_time,close_time,signal_time,origin_bar,leg,entry_bar,exit_bar,entry_price,exit_price,exit_reason,pl_pct,R,bars_held,row_id,chunk,probability_random_kfold,fold_random_kfold,probability_grouped_kfold,fold_grouped_kfold,probability_walk_forward,fold_walk_forward,probability_purged_walk_forward,fold_purged_walk_forward
5002,2019-12-13 23:00:00,2019-12-13 23:00:00,2019-12-13 23:00:00,42766,0,42766,42766,7194.7,7195.9,Friday,0.0166789442228,0.0277982403714,0,5001,2,0.10612091863,4,0.15321979815,3,0.0193129648433,1,0.371005071231,1
5003,2019-12-13 23:00:00,2019-12-13 23:00:00,2019-12-13 22:45:00,42765,1,42766,42766,7194.7,7195.9,Friday,0.0166789442228,0.0277982403714,0,5002,2,0.0335274920137,1,0.089737904753,2,0.0193129648433,1,0.371005071231,1
5004,2019-12-14 09:30:00,2019-12-14 11:15:00,2019-12-14 09:30:00,42808,0,42808,42815,7134.1,7097.92288889,Stop,-0.507101261702,-0.845168769504,7,5016,2,0.319088667637,2,0.524088504895,3,0.483392041535,1,0.62983272744,1
5005,2019-12-14 09:45:00,2019-12-14 11:15:00,2019-12-14 09:30:00,42808,1,42809,42815,7134,7097.66955556,Stop,-0.509257701772,-0.848762836287,6,5017,2,0.351670824705,3,0.510661298813,3,0.628267976863,1,0.59239002571,1
5006,2019-12-14 10:00:00,2019-12-14 11:15:00,2019-12-14 09:30:00,42808,2,42810,42815,7128.3,7097.57666667,Stop,-0.431005054969,-0.718341758281,5,5018,2,0.314164544263,3,0.394313468791,3,0.491312505938,1,0.634848123936,1
5007,2019-12-14 10:15:00,2019-12-14 11:15:00,2019-12-14 09:30:00,42808,3,42811,42815,7134.3,7097.51755556,Stop,-0.515571877331,-0.859286462219,4,5019,2,0.398140474177,3,0.543024182823,3,0.617891293892,1,0.770064956196,1
5008,2019-12-14 11:30:00,2019-12-14 12:45:00,2019-12-14 11:30:00,42816,0,42816,42821,7104.3,7093.44533333,Stop,-0.152790094262,-0.254650157104,5,5020,2,0.246655792241,5,0.271430423531,3,0.324160656219,1,0.443612082073,1
5009,2019-12-14 11:45:00,2019-12-14 12:45:00,2019-12-14 11:30:00,42816,1,42817,42821,7113.5,7093.14555556,Stop,-0.286138250431,-0.476897084052,4,5021,2,0.39260344841,5,0.328009998614,3,0.685129630122,1,0.759298332486,1
5010,2019-12-14 12:00:00,2019-12-14 13:00:00,2019-12-14 11:30:00,42816,2,42818,42822,7126.5,7088.50355556,Stop,-0.533171184234,-0.88861864039,4,5022,2,0.302665147785,1,0.502993857473,3,0.345856583141,1,0.429186528429,1
5011,2019-12-14 12:15:00,2019-12-14 13:00:00,2019-12-14 11:30:00,42816,3,42819,42822,7116.8,7086.59088889,Stop,-0.424476044165,-0.707460073608,3,5023,2,0.410094834851,2,0.377390426238,3,0.783847435369,1,0.603314367833,1
5012,2019-12-14 13:00:00,2019-12-14 14:00:00,2019-12-14 13:00:00,42822,0,42822,42826,7098.7,7063.06177778,Stop,-0.502038714444,-0.83673119074,4,5024,2,0.551902118607,5,0.692175481626,3,0.585705458206,1,0.489570752015,1
5013,2019-12-14 14:15:00,2019-12-14 15:15:00,2019-12-14 14:15:00,42827,0,42827,42831,7071.9,7056.59466667,Stop,-0.21642462893,-0.360707714884,4,5028,2,0.607107811379,5,0.695603627159,4,0.727378473303,1,0.845319874199,1
5014,2019-12-14 14:30:00,2019-12-14 15:15:00,2019-12-14 14:15:00,42827,1,42828,42831,7076.4,7056.886,Stop,-0.275761686733,-0.459602811222,3,5029,2,0.528975522826,3,0.587905178352,4,0.62265006105,1,0.762880202889,1
5015,2019-12-14 14:45:00,2019-12-14 15:15:00,2019-12-14 14:15:00,42827,2,42829,42831,7085.1,7056.76355556,Stop,-0.399944170787,-0.666573617979,2,5030,2,0.506126222808,4,0.554829163237,4,0.763733935193,1,0.664241854644,1
5016,2019-12-14 15:00:00,2019-12-14 15:15:00,2019-12-14 14:15:00,42827,3,42830,42831,7093.3,7054.65488889,Stop,-0.544811457447,-0.908019095746,1,5031,2,0.242379940496,2,0.595145911313,4,0.497915926055,1,0.468499875947,1
5017,2019-12-14 15:30:00,2019-12-14 15:45:00,2019-12-14 15:30:00,42832,0,42832,42833,7058.6,7022.74155556,Stop,-0.508010716636,-0.846684527726,1,5032,2,0.542956125159,4,0.641714517528,4,0.792109578843,1,0.906392973472,1
5018,2019-12-14 15:45:00,2019-12-14 15:45:00,2019-12-14 15:30:00,42832,1,42833,42833,7032.6,6990.4044,Stop,-0.6,-1,0,5033,2,0.373168274703,2,0.519776445356,4,0.763511667517,1,0.844436138624,1
5019,2019-12-14 16:30:00,2019-12-15 00:00:00,2019-12-14 16:00:00,42834,2,42836,42866,6991,6990.98511111,Stop,-0.000212972234137,-0.000354953723562,30,5038,2,0.438597587981,5,0.252127061992,2,0.706823463324,1,0.474824678483,1
5020,2019-12-14 18:00:00,2019-12-15 00:00:00,2019-12-14 18:00:00,42842,0,42842,42866,7003.5,6991.98155556,Stop,-0.164466972863,-0.274111621438,24,5040,2,0.160770348681,1,0.603855306899,4,0.595395234451,1,0.385543835328,1
5021,2019-12-14 18:15:00,2019-12-15 00:00:00,2019-12-14 18:00:00,42842,1,42843,42866,7009,6992.15888889,Stop,-0.240278372252,-0.400463953753,23,5041,2,0.371767084898,5,0.684041270653,4,0.496004298079,1,0.437656344345,1
5022,2019-12-15 15:30:00,2019-12-16 00:30:00,2019-12-15 15:30:00,42928,0,42928,42964,7056,7017.67066667,Stop,-0.543216175359,-0.905360292265,36,5048,2,0.286247564945,2,0.686346098315,1,0.478267042881,1,0.75908629221,1
5023,2019-12-15 16:00:00,2019-12-16 00:30:00,2019-12-15 15:30:00,42928,2,42930,42964,7055.4,7017.278,Stop,-0.540323723673,-0.900539539454,34,5050,2,0.277620129126,4,0.608502738034,1,0.586508804297,1,0.637456832545,1
5024,2019-12-16 12:00:00,2019-12-16 15:15:00,2019-12-16 12:00:00,43010,0,43010,43023,7022.6,7033.43155556,Stop,0.1542385378,0.257064229667,13,5052,2,0.759798573842,4,0.824146206274,4,0.420018614292,1,0.394378131459,1
5025,2019-12-16 12:15:00,2019-12-16 15:15:00,2019-12-16 12:00:00,43010,1,43011,43023,7023.5,7033.50755556,Stop,0.142486731054,0.237477885089,12,5053,2,0.699294567224,1,0.827786478095,4,0.5918166806,1,0.507286734365,1
5026,2019-12-16 12:30:00,2019-12-16 15:15:00,2019-12-16 12:00:00,43010,2,43012,43023,7018.6,7033.28377778,Stop,0.209212346875,0.348687244792,11,5054,2,0.670133297789,4,0.818610573844,4,0.504609061749,1,0.469604087563,1
5027,2019-12-16 12:45:00,2019-12-16 15:15:00,2019-12-16 12:00:00,43010,3,43013,43023,7024.5,7033.84955556,Stop,0.133099232053,0.221832053421,10,5055,2,0.849360398531,3,0.841899957918,4,0.678465347831,1,0.640771023227,1
5028,2019-12-16 15:45:00,2019-12-16 18:15:00,2019-12-16 15:30:00,43024,1,43025,43035,7028.6,6995.376,Stop,-0.472697265458,-0.787828775764,10,5057,2,0.558652029775,3,0.711997611178,4,0.395675464459,1,0.482323852665,1
5029,2019-12-16 16:00:00,2019-12-16 18:15:00,2019-12-16 15:30:00,43024,2,43026,43035,7022.1,6995.20711111,Stop,-0.382975020135,-0.638291700225,9,5058,2,0.422680394383,4,0.688276844189,4,0.358103718249,1,0.344097273763,1
5030,2019-12-16 16:15:00,2019-12-16 18:15:00,2019-12-16 15:30:00,43024,3,43027,43035,7028.3,6995.55755556,Stop,-0.465865777563,-0.776442962605,8,5059,2,0.557912875622,4,0.694234231658,4,0.43081071872,1,0.568329911501,1
5031,2019-12-18 15:45:00,2019-12-18 16:15:00,2019-12-18 15:45:00,43217,0,43217,43219,6764.9,6736.46466667,Stop,-0.420336343972,-0.700560573286,2,5060,2,0.524036611739,3,0.404158408818,2,0.537087391066,1,0.462838793715,1
5032,2019-12-18 16:00:00,2019-12-18 16:00:00,2019-12-18 15:45:00,43217,1,43218,43218,6770.2,6729.5788,Stop,-0.6,-1,0,5061,2,0.607055928642,1,0.377166388549,2,0.318661820942,1,0.425328895771,1
5033,2019-12-18 16:15:00,2019-12-18 23:00:00,2019-12-18 15:45:00,43217,2,43219,43246,6756.6,7257.91533333,Stop,7.41963906896,12.3660651149,27,5062,2,0.550673544049,4,0.380713281546,2,0.369707424953,1,0.35742532186,1
5034,2019-12-18 16:30:00,2019-12-18 23:00:00,2019-12-18 15:45:00,43217,3,43220,43246,6758.5,7257.472,Stop,7.38288081675,12.3048013612,26,5063,2,0.610828466094,1,0.547183703348,2,0.338632471643,1,0.485583056671,1
5035,2019-12-20 21:15:00,2019-12-20 21:15:00,2019-12-20 21:15:00,43335,0,43335,43335,7150.8,7135.3,Friday,-0.216758964032,-0.361264940053,0,5088,2,0.0219767891267,5,0.0809274484437,2,0.386700499285,1,0.589677433559,1
5036,2019-12-20 21:30:00,2019-12-20 21:30:00,2019-12-20 21:30:00,43336,0,43336,43336,7135.3,7142.4,Friday,0.0995052765826,0.165842127638,0,5089,2,0.0863930929055,5,0.239534770152,2,0.626211596019,1,0.537091847941,1
5037,2019-12-20 21:30:00,2019-12-20 21:30:00,2019-12-20 21:15:00,43335,1,43336,43336,7135.3,7142.4,Friday,0.0995052765826,0.165842127638,0,5090,2,0.117369977055,4,0.239534770152,2,0.626211596019,1,0.537091847941,1
5038,2019-12-20 21:45:00,2019-12-20 21:45:00,2019-12-20 21:30:00,43336,1,43337,43337,7142.4,7140,Friday,-0.0336021505376,-0.0560035842294,0,5091,2,0.166220529233,3,0.269499548395,2,0.312553892815,1,0.644278498684,1
5039,2019-12-20 21:45:00,2019-12-20 21:45:00,2019-12-20 21:15:00,43335,2,43337,43337,7142.4,7140,Friday,-0.0336021505376,-0.0560035842294,0,5092,2,0.128736454981,4,0.269499548395,2,0.312553892815,1,0.644278498684,1
5040,2019-12-21 04:00:00,2019-12-21 09:30:00,2019-12-21 04:00:00,43338,0,43338,43360,7110.6,7067.9364,Stop,-0.6,-1,22,5093,2,0.183485376659,1,0.434577653499,2,0.417078226275,1,0.371598022295,1
5041,2019-12-21 04:00:00,2019-12-21 09:30:00,2019-12-20 21:30:00,43336,2,43338,43360,7110.6,7067.9364,Stop,-0.6,-1,22,5094,2,0.183485376659,1,0.434577653499,2,0.417078226275,1,0.371598022295,1
5042,2019-12-21 04:00:00,2019-12-21 09:30:00,2019-12-20 21:15:00,43335,3,43338,43360,7110.6,7067.9364,Stop,-0.6,-1,22,5095,2,0.149302484482,3,0.434577653499,2,0.417078226275,1,0.371598022295,1
5043,2019-12-21 09:45:00,2019-12-22 16:15:00,2019-12-21 09:45:00,43361,0,43361,43483,7064.4,7149.79488889,Stop,1.20880596921,2.01467661535,122,5100,2,0.65394905163,5,0.591111256984,2,0.587241801491,1,0.910386671126,1
5044,2019-12-21 10:00:00,2019-12-22 16:15:00,2019-12-21 09:45:00,43361,1,43362,43483,7063.3,7150.20866667,Stop,1.23042581607,2.05070969345,121,5101,2,0.105142863162,2,0.29775423886,2,0.323845534142,1,0.727285648995,1
5045,2019-12-21 10:15:00,2019-12-22 16:15:00,2019-12-21 09:45:00,43361,2,43363,43483,7071.7,7150.20444444,Stop,1.11012125012,1.85020208353,120,5102,2,0.375963229826,3,0.583397519355,2,0.293707049424,1,0.70617409858,1
5046,2019-12-21 10:30:00,2019-12-22 16:15:00,2019-12-21 09:45:00,43361,3,43364,43483,7070.7,7150.87155556,Stop,1.133855991,1.889759985,119,5103,2,0.775989072568,5,0.46398816755,2,0.40692711824,1,0.761715221552,1
5047,2019-12-22 16:45:00,2019-12-22 17:45:00,2019-12-22 16:45:00,43485,0,43485,43489,7167.5,7249.574,Stop,1.14508545518,1.90847575863,4,5104,2,0.783954607738,2,0.848482127276,2,0.630911216184,1,0.697653526152,1
5048,2019-12-22 17:00:00,2019-12-22 17:45:00,2019-12-22 16:45:00,43485,1,43486,43489,7168.6,7249.194,Stop,1.124264152,1.87377358666,3,5105,2,0.859039091159,1,0.735891166009,2,0.428580049999,1,0.718381670544,1
